pind,arm,delta,correct
752,BWA-no-clip,-2,0.9
752,BWA-std,-2,0.6
752,NW-flex,-2,1.0
752,BWA-no-clip,-1,0.9
752,BWA-std,-1,0.7
752,NW-flex,-1,1.0
752,BWA-no-clip,0,1.0
752,BWA-std,0,1.0
752,NW-flex,0,1.0
752,BWA-no-clip,1,1.0
752,BWA-std,1,0.7
752,NW-flex,1,1.0
752,BWA-no-clip,2,1.0
752,BWA-std,2,0.5
752,NW-flex,2,1.0
752,BWA-no-clip,3,1.0
752,BWA-std,3,0.3
752,NW-flex,3,1.0
752,BWA-no-clip,4,1.0
752,BWA-std,4,0.1
752,NW-flex,4,1.0
752,BWA-no-clip,5,1.0
752,BWA-std,5,0.0
752,NW-flex,5,1.0
753,BWA-no-clip,-5,0.7
753,BWA-std,-5,0.1
753,NW-flex,-5,1.0
753,BWA-no-clip,-4,0.8
753,BWA-std,-4,0.2
753,NW-flex,-4,1.0
753,BWA-no-clip,-3,0.8
753,BWA-std,-3,0.4
753,NW-flex,-3,1.0
753,BWA-no-clip,-2,0.9
753,BWA-std,-2,0.6
753,NW-flex,-2,1.0
753,BWA-no-clip,-1,0.9
753,BWA-std,-1,0.7
753,NW-flex,-1,1.0
753,BWA-no-clip,0,1.0
753,BWA-std,0,1.0
753,NW-flex,0,1.0
753,BWA-no-clip,1,1.0
753,BWA-std,1,0.7
753,NW-flex,1,1.0
753,BWA-no-clip,2,1.0
753,BWA-std,2,0.5
753,NW-flex,2,1.0
753,BWA-no-clip,3,1.0
753,BWA-std,3,0.3
753,NW-flex,3,1.0
753,BWA-no-clip,4,1.0
753,BWA-std,4,0.1
753,NW-flex,4,1.0
753,BWA-no-clip,5,1.0
753,BWA-std,5,0.0
753,NW-flex,5,1.0
754,BWA-no-clip,-5,0.4
754,BWA-std,-5,0.1
754,NW-flex,-5,1.0
754,BWA-no-clip,-4,0.5
754,BWA-std,-4,0.2
754,NW-flex,-4,1.0
754,BWA-no-clip,-3,0.5
754,BWA-std,-3,0.3
754,NW-flex,-3,1.0
754,BWA-no-clip,-2,0.7
754,BWA-std,-2,0.5
754,NW-flex,-2,1.0
754,BWA-no-clip,-1,0.8
754,BWA-std,-1,0.7
754,NW-flex,-1,1.0
754,BWA-no-clip,0,1.0
754,BWA-std,0,1.0
754,NW-flex,0,1.0
754,BWA-no-clip,1,1.0
754,BWA-std,1,0.7
754,NW-flex,1,1.0
754,BWA-no-clip,2,1.0
754,BWA-std,2,0.5
754,NW-flex,2,1.0
754,BWA-no-clip,3,0.9
754,BWA-std,3,0.3
754,NW-flex,3,1.0
754,BWA-no-clip,4,1.0
754,BWA-std,4,0.1
754,NW-flex,4,1.0
754,BWA-no-clip,5,1.0
754,BWA-std,5,0.0
754,NW-flex,5,1.0
755,BWA-no-clip,-5,0.7
755,BWA-std,-5,0.1
755,NW-flex,-5,1.0
755,BWA-no-clip,-4,0.8
755,BWA-std,-4,0.2
755,NW-flex,-4,1.0
755,BWA-no-clip,-3,0.8
755,BWA-std,-3,0.4
755,NW-flex,-3,1.0
755,BWA-no-clip,-2,0.9
755,BWA-std,-2,0.6
755,NW-flex,-2,1.0
755,BWA-no-clip,-1,0.9
755,BWA-std,-1,0.7
755,NW-flex,-1,1.0
755,BWA-no-clip,0,1.0
755,BWA-std,0,1.0
755,NW-flex,0,1.0
755,BWA-no-clip,1,1.0
755,BWA-std,1,0.7
755,NW-flex,1,1.0
755,BWA-no-clip,2,1.0
755,BWA-std,2,0.5
755,NW-flex,2,1.0
755,BWA-no-clip,3,1.0
755,BWA-std,3,0.3
755,NW-flex,3,1.0
755,BWA-no-clip,4,1.0
755,BWA-std,4,0.1
755,NW-flex,4,1.0
755,BWA-no-clip,5,1.0
755,BWA-std,5,0.0
755,NW-flex,5,1.0
756,BWA-no-clip,-5,0.6
756,BWA-std,-5,0.1
756,NW-flex,-5,1.0
756,BWA-no-clip,-4,0.7
756,BWA-std,-4,0.2
756,NW-flex,-4,1.0
756,BWA-no-clip,-3,0.8
756,BWA-std,-3,0.4
756,NW-flex,-3,1.0
756,BWA-no-clip,-2,0.9
756,BWA-std,-2,0.6
756,NW-flex,-2,1.0
756,BWA-no-clip,-1,0.9
756,BWA-std,-1,0.7
756,NW-flex,-1,1.0
756,BWA-no-clip,0,1.0
756,BWA-std,0,1.0
756,NW-flex,0,1.0
756,BWA-no-clip,1,1.0
756,BWA-std,1,0.7
756,NW-flex,1,1.0
756,BWA-no-clip,2,0.9
756,BWA-std,2,0.5
756,NW-flex,2,1.0
756,BWA-no-clip,3,0.9
756,BWA-std,3,0.3
756,NW-flex,3,1.0
756,BWA-no-clip,4,0.9
756,BWA-std,4,0.1
756,NW-flex,4,1.0
756,BWA-no-clip,5,0.9
756,BWA-std,5,0.0
756,NW-flex,5,1.0
757,BWA-no-clip,-5,0.5
757,BWA-std,-5,0.1
757,NW-flex,-5,1.0
757,BWA-no-clip,-4,0.6
757,BWA-std,-4,0.2
757,NW-flex,-4,1.0
757,BWA-no-clip,-3,0.6
757,BWA-std,-3,0.4
757,NW-flex,-3,1.0
757,BWA-no-clip,-2,0.8
757,BWA-std,-2,0.5
757,NW-flex,-2,1.0
757,BWA-no-clip,-1,0.8
757,BWA-std,-1,0.7
757,NW-flex,-1,1.0
757,BWA-no-clip,0,1.0
757,BWA-std,0,1.0
757,NW-flex,0,1.0
757,BWA-no-clip,1,1.0
757,BWA-std,1,0.7
757,NW-flex,1,1.0
757,BWA-no-clip,2,1.0
757,BWA-std,2,0.5
757,NW-flex,2,1.0
757,BWA-no-clip,3,1.0
757,BWA-std,3,0.3
757,NW-flex,3,1.0
757,BWA-no-clip,4,1.0
757,BWA-std,4,0.1
757,NW-flex,4,1.0
757,BWA-no-clip,5,1.0
757,BWA-std,5,0.0
757,NW-flex,5,1.0
758,BWA-no-clip,-5,0.6
758,BWA-std,-5,0.1
758,NW-flex,-5,1.0
758,BWA-no-clip,-4,0.6
758,BWA-std,-4,0.2
758,NW-flex,-4,1.0
758,BWA-no-clip,-3,0.7
758,BWA-std,-3,0.4
758,NW-flex,-3,1.0
758,BWA-no-clip,-2,0.8
758,BWA-std,-2,0.5
758,NW-flex,-2,1.0
758,BWA-no-clip,-1,0.8
758,BWA-std,-1,0.7
758,NW-flex,-1,1.0
758,BWA-no-clip,0,1.0
758,BWA-std,0,1.0
758,NW-flex,0,1.0
758,BWA-no-clip,1,1.0
758,BWA-std,1,0.7
758,NW-flex,1,1.0
758,BWA-no-clip,2,1.0
758,BWA-std,2,0.5
758,NW-flex,2,1.0
758,BWA-no-clip,3,1.0
758,BWA-std,3,0.3
758,NW-flex,3,1.0
758,BWA-no-clip,4,1.0
758,BWA-std,4,0.1
758,NW-flex,4,1.0
758,BWA-no-clip,5,1.0
758,BWA-std,5,0.0
758,NW-flex,5,1.0
759,BWA-no-clip,-5,0.5
759,BWA-std,-5,0.1
759,NW-flex,-5,1.0
759,BWA-no-clip,-4,0.6
759,BWA-std,-4,0.2
759,NW-flex,-4,1.0
759,BWA-no-clip,-3,0.6
759,BWA-std,-3,0.4
759,NW-flex,-3,1.0
759,BWA-no-clip,-2,0.9
759,BWA-std,-2,0.6
759,NW-flex,-2,1.0
759,BWA-no-clip,-1,0.9
759,BWA-std,-1,0.7
759,NW-flex,-1,1.0
759,BWA-no-clip,0,1.0
759,BWA-std,0,1.0
759,NW-flex,0,1.0
759,BWA-no-clip,1,1.0
759,BWA-std,1,0.7
759,NW-flex,1,1.0
759,BWA-no-clip,2,1.0
759,BWA-std,2,0.5
759,NW-flex,2,1.0
759,BWA-no-clip,3,1.0
759,BWA-std,3,0.3
759,NW-flex,3,1.0
759,BWA-no-clip,4,1.0
759,BWA-std,4,0.1
759,NW-flex,4,1.0
759,BWA-no-clip,5,1.0
759,BWA-std,5,0.0
759,NW-flex,5,1.0
760,BWA-no-clip,-5,0.6
760,BWA-std,-5,0.1
760,NW-flex,-5,1.0
760,BWA-no-clip,-4,0.7
760,BWA-std,-4,0.2
760,NW-flex,-4,1.0
760,BWA-no-clip,-3,0.8
760,BWA-std,-3,0.4
760,NW-flex,-3,1.0
760,BWA-no-clip,-2,0.9
760,BWA-std,-2,0.6
760,NW-flex,-2,1.0
760,BWA-no-clip,-1,0.9
760,BWA-std,-1,0.7
760,NW-flex,-1,1.0
760,BWA-no-clip,0,1.0
760,BWA-std,0,1.0
760,NW-flex,0,1.0
760,BWA-no-clip,1,1.0
760,BWA-std,1,0.7
760,NW-flex,1,1.0
760,BWA-no-clip,2,1.0
760,BWA-std,2,0.5
760,NW-flex,2,1.0
760,BWA-no-clip,3,1.0
760,BWA-std,3,0.3
760,NW-flex,3,1.0
760,BWA-no-clip,4,1.0
760,BWA-std,4,0.1
760,NW-flex,4,1.0
760,BWA-no-clip,5,1.0
760,BWA-std,5,0.0
760,NW-flex,5,1.0
761,BWA-no-clip,-5,0.7
761,BWA-std,-5,0.1
761,NW-flex,-5,1.0
761,BWA-no-clip,-4,0.7
761,BWA-std,-4,0.2
761,NW-flex,-4,1.0
761,BWA-no-clip,-3,0.8
761,BWA-std,-3,0.4
761,NW-flex,-3,1.0
761,BWA-no-clip,-2,0.9
761,BWA-std,-2,0.6
761,NW-flex,-2,1.0
761,BWA-no-clip,-1,0.9
761,BWA-std,-1,0.7
761,NW-flex,-1,1.0
761,BWA-no-clip,0,1.0
761,BWA-std,0,1.0
761,NW-flex,0,1.0
761,BWA-no-clip,1,1.0
761,BWA-std,1,0.7
761,NW-flex,1,1.0
761,BWA-no-clip,2,1.0
761,BWA-std,2,0.5
761,NW-flex,2,1.0
761,BWA-no-clip,3,1.0
761,BWA-std,3,0.3
761,NW-flex,3,1.0
761,BWA-no-clip,4,1.0
761,BWA-std,4,0.1
761,NW-flex,4,1.0
761,BWA-no-clip,5,1.0
761,BWA-std,5,0.0
761,NW-flex,5,1.0
762,BWA-no-clip,-5,0.5
762,BWA-std,-5,0.1
762,NW-flex,-5,1.0
762,BWA-no-clip,-4,0.5
762,BWA-std,-4,0.2
762,NW-flex,-4,1.0
762,BWA-no-clip,-3,0.7
762,BWA-std,-3,0.4
762,NW-flex,-3,1.0
762,BWA-no-clip,-2,0.7
762,BWA-std,-2,0.6
762,NW-flex,-2,1.0
762,BWA-no-clip,-1,0.9
762,BWA-std,-1,0.7
762,NW-flex,-1,1.0
762,BWA-no-clip,0,1.0
762,BWA-std,0,1.0
762,NW-flex,0,1.0
762,BWA-no-clip,1,1.0
762,BWA-std,1,0.7
762,NW-flex,1,1.0
762,BWA-no-clip,2,1.0
762,BWA-std,2,0.5
762,NW-flex,2,1.0
762,BWA-no-clip,3,1.0
762,BWA-std,3,0.3
762,NW-flex,3,1.0
762,BWA-no-clip,4,1.0
762,BWA-std,4,0.1
762,NW-flex,4,1.0
762,BWA-no-clip,5,1.0
762,BWA-std,5,0.0
762,NW-flex,5,1.0
763,BWA-no-clip,-5,0.5
763,BWA-std,-5,0.1
763,NW-flex,-5,1.0
763,BWA-no-clip,-4,0.5
763,BWA-std,-4,0.2
763,NW-flex,-4,1.0
763,BWA-no-clip,-3,0.7
763,BWA-std,-3,0.4
763,NW-flex,-3,1.0
763,BWA-no-clip,-2,0.9
763,BWA-std,-2,0.6
763,NW-flex,-2,1.0
763,BWA-no-clip,-1,0.9
763,BWA-std,-1,0.7
763,NW-flex,-1,1.0
763,BWA-no-clip,0,1.0
763,BWA-std,0,1.0
763,NW-flex,0,1.0
763,BWA-no-clip,1,1.0
763,BWA-std,1,0.7
763,NW-flex,1,1.0
763,BWA-no-clip,2,1.0
763,BWA-std,2,0.5
763,NW-flex,2,1.0
763,BWA-no-clip,3,1.0
763,BWA-std,3,0.3
763,NW-flex,3,1.0
763,BWA-no-clip,4,1.0
763,BWA-std,4,0.1
763,NW-flex,4,1.0
763,BWA-no-clip,5,1.0
763,BWA-std,5,0.0
763,NW-flex,5,1.0
764,BWA-no-clip,-5,0.5
764,BWA-std,-5,0.1
764,NW-flex,-5,1.0
764,BWA-no-clip,-4,0.5
764,BWA-std,-4,0.2
764,NW-flex,-4,1.0
764,BWA-no-clip,-3,0.7
764,BWA-std,-3,0.4
764,NW-flex,-3,1.0
764,BWA-no-clip,-2,0.8
764,BWA-std,-2,0.6
764,NW-flex,-2,1.0
764,BWA-no-clip,-1,0.9
764,BWA-std,-1,0.7
764,NW-flex,-1,1.0
764,BWA-no-clip,0,1.0
764,BWA-std,0,1.0
764,NW-flex,0,1.0
764,BWA-no-clip,1,1.0
764,BWA-std,1,0.7
764,NW-flex,1,1.0
764,BWA-no-clip,2,1.0
764,BWA-std,2,0.5
764,NW-flex,2,1.0
764,BWA-no-clip,3,1.0
764,BWA-std,3,0.3
764,NW-flex,3,1.0
764,BWA-no-clip,4,1.0
764,BWA-std,4,0.1
764,NW-flex,4,1.0
764,BWA-no-clip,5,1.0
764,BWA-std,5,0.0
764,NW-flex,5,1.0
765,BWA-no-clip,-5,0.5
765,BWA-std,-5,0.1
765,NW-flex,-5,1.0
765,BWA-no-clip,-4,0.6
765,BWA-std,-4,0.2
765,NW-flex,-4,1.0
765,BWA-no-clip,-3,0.6
765,BWA-std,-3,0.4
765,NW-flex,-3,1.0
765,BWA-no-clip,-2,0.9
765,BWA-std,-2,0.6
765,NW-flex,-2,1.0
765,BWA-no-clip,-1,0.9
765,BWA-std,-1,0.7
765,NW-flex,-1,1.0
765,BWA-no-clip,0,1.0
765,BWA-std,0,1.0
765,NW-flex,0,1.0
765,BWA-no-clip,1,1.0
765,BWA-std,1,0.7
765,NW-flex,1,1.0
765,BWA-no-clip,2,1.0
765,BWA-std,2,0.5
765,NW-flex,2,1.0
765,BWA-no-clip,3,1.0
765,BWA-std,3,0.3
765,NW-flex,3,1.0
765,BWA-no-clip,4,0.6
765,BWA-std,4,0.1
765,NW-flex,4,1.0
765,BWA-no-clip,5,0.6
765,BWA-std,5,0.0
765,NW-flex,5,1.0
766,BWA-no-clip,-5,0.7
766,BWA-std,-5,0.1
766,NW-flex,-5,1.0
766,BWA-no-clip,-4,0.7
766,BWA-std,-4,0.2
766,NW-flex,-4,1.0
766,BWA-no-clip,-3,0.8
766,BWA-std,-3,0.4
766,NW-flex,-3,1.0
766,BWA-no-clip,-2,0.8
766,BWA-std,-2,0.6
766,NW-flex,-2,1.0
766,BWA-no-clip,-1,0.9
766,BWA-std,-1,0.7
766,NW-flex,-1,1.0
766,BWA-no-clip,0,1.0
766,BWA-std,0,1.0
766,NW-flex,0,1.0
766,BWA-no-clip,1,1.0
766,BWA-std,1,0.7
766,NW-flex,1,1.0
766,BWA-no-clip,2,1.0
766,BWA-std,2,0.5
766,NW-flex,2,1.0
766,BWA-no-clip,3,1.0
766,BWA-std,3,0.3
766,NW-flex,3,1.0
766,BWA-no-clip,4,1.0
766,BWA-std,4,0.1
766,NW-flex,4,1.0
766,BWA-no-clip,5,1.0
766,BWA-std,5,0.0
766,NW-flex,5,1.0
767,BWA-no-clip,-5,0.2
767,BWA-std,-5,0.1
767,NW-flex,-5,1.0
767,BWA-no-clip,-4,0.4
767,BWA-std,-4,0.2
767,NW-flex,-4,1.0
767,BWA-no-clip,-3,0.4
767,BWA-std,-3,0.4
767,NW-flex,-3,1.0
767,BWA-no-clip,-2,0.8
767,BWA-std,-2,0.5
767,NW-flex,-2,1.0
767,BWA-no-clip,-1,0.8
767,BWA-std,-1,0.7
767,NW-flex,-1,1.0
767,BWA-no-clip,0,1.0
767,BWA-std,0,1.0
767,NW-flex,0,1.0
767,BWA-no-clip,1,1.0
767,BWA-std,1,0.7
767,NW-flex,1,1.0
767,BWA-no-clip,2,1.0
767,BWA-std,2,0.5
767,NW-flex,2,1.0
767,BWA-no-clip,3,0.6
767,BWA-std,3,0.3
767,NW-flex,3,1.0
767,BWA-no-clip,4,0.8
767,BWA-std,4,0.1
767,NW-flex,4,1.0
767,BWA-no-clip,5,0.7
767,BWA-std,5,0.0
767,NW-flex,5,1.0
768,BWA-no-clip,-5,0.7
768,BWA-std,-5,0.1
768,NW-flex,-5,1.0
768,BWA-no-clip,-4,0.8
768,BWA-std,-4,0.2
768,NW-flex,-4,1.0
768,BWA-no-clip,-3,0.8
768,BWA-std,-3,0.4
768,NW-flex,-3,1.0
768,BWA-no-clip,-2,0.9
768,BWA-std,-2,0.6
768,NW-flex,-2,1.0
768,BWA-no-clip,-1,0.9
768,BWA-std,-1,0.7
768,NW-flex,-1,1.0
768,BWA-no-clip,0,1.0
768,BWA-std,0,1.0
768,NW-flex,0,1.0
768,BWA-no-clip,1,1.0
768,BWA-std,1,0.7
768,NW-flex,1,1.0
768,BWA-no-clip,2,1.0
768,BWA-std,2,0.5
768,NW-flex,2,1.0
768,BWA-no-clip,3,1.0
768,BWA-std,3,0.3
768,NW-flex,3,1.0
768,BWA-no-clip,4,1.0
768,BWA-std,4,0.1
768,NW-flex,4,1.0
768,BWA-no-clip,5,1.0
768,BWA-std,5,0.0
768,NW-flex,5,1.0
769,BWA-no-clip,-5,0.7
769,BWA-std,-5,0.1
769,NW-flex,-5,1.0
769,BWA-no-clip,-4,0.7
769,BWA-std,-4,0.2
769,NW-flex,-4,1.0
769,BWA-no-clip,-3,0.8
769,BWA-std,-3,0.4
769,NW-flex,-3,1.0
769,BWA-no-clip,-2,0.9
769,BWA-std,-2,0.6
769,NW-flex,-2,1.0
769,BWA-no-clip,-1,0.9
769,BWA-std,-1,0.7
769,NW-flex,-1,1.0
769,BWA-no-clip,0,1.0
769,BWA-std,0,1.0
769,NW-flex,0,1.0
769,BWA-no-clip,1,1.0
769,BWA-std,1,0.7
769,NW-flex,1,1.0
769,BWA-no-clip,2,1.0
769,BWA-std,2,0.5
769,NW-flex,2,1.0
769,BWA-no-clip,3,1.0
769,BWA-std,3,0.3
769,NW-flex,3,1.0
769,BWA-no-clip,4,1.0
769,BWA-std,4,0.1
769,NW-flex,4,1.0
769,BWA-no-clip,5,1.0
769,BWA-std,5,0.0
769,NW-flex,5,1.0
770,BWA-no-clip,-5,0.6
770,BWA-std,-5,0.1
770,NW-flex,-5,1.0
770,BWA-no-clip,-4,0.8
770,BWA-std,-4,0.2
770,NW-flex,-4,1.0
770,BWA-no-clip,-3,0.8
770,BWA-std,-3,0.4
770,NW-flex,-3,1.0
770,BWA-no-clip,-2,0.9
770,BWA-std,-2,0.6
770,NW-flex,-2,1.0
770,BWA-no-clip,-1,0.9
770,BWA-std,-1,0.7
770,NW-flex,-1,1.0
770,BWA-no-clip,0,1.0
770,BWA-std,0,1.0
770,NW-flex,0,1.0
770,BWA-no-clip,1,1.0
770,BWA-std,1,0.7
770,NW-flex,1,1.0
770,BWA-no-clip,2,1.0
770,BWA-std,2,0.5
770,NW-flex,2,1.0
770,BWA-no-clip,3,1.0
770,BWA-std,3,0.3
770,NW-flex,3,1.0
770,BWA-no-clip,4,1.0
770,BWA-std,4,0.1
770,NW-flex,4,1.0
770,BWA-no-clip,5,1.0
770,BWA-std,5,0.0
770,NW-flex,5,1.0
771,BWA-no-clip,-5,0.6
771,BWA-std,-5,0.1
771,NW-flex,-5,1.0
771,BWA-no-clip,-4,0.7
771,BWA-std,-4,0.2
771,NW-flex,-4,1.0
771,BWA-no-clip,-3,0.7
771,BWA-std,-3,0.4
771,NW-flex,-3,1.0
771,BWA-no-clip,-2,0.8
771,BWA-std,-2,0.5
771,NW-flex,-2,1.0
771,BWA-no-clip,-1,0.7
771,BWA-std,-1,0.7
771,NW-flex,-1,1.0
771,BWA-no-clip,0,1.0
771,BWA-std,0,1.0
771,NW-flex,0,1.0
771,BWA-no-clip,1,0.9
771,BWA-std,1,0.7
771,NW-flex,1,1.0
771,BWA-no-clip,2,1.0
771,BWA-std,2,0.5
771,NW-flex,2,1.0
771,BWA-no-clip,3,1.0
771,BWA-std,3,0.3
771,NW-flex,3,1.0
771,BWA-no-clip,4,1.0
771,BWA-std,4,0.1
771,NW-flex,4,1.0
771,BWA-no-clip,5,1.0
771,BWA-std,5,0.0
771,NW-flex,5,1.0
772,BWA-no-clip,-5,0.3
772,BWA-std,-5,0.1
772,NW-flex,-5,1.0
772,BWA-no-clip,-4,0.7
772,BWA-std,-4,0.2
772,NW-flex,-4,1.0
772,BWA-no-clip,-3,0.7
772,BWA-std,-3,0.4
772,NW-flex,-3,1.0
772,BWA-no-clip,-2,0.9
772,BWA-std,-2,0.6
772,NW-flex,-2,1.0
772,BWA-no-clip,-1,0.9
772,BWA-std,-1,0.7
772,NW-flex,-1,1.0
772,BWA-no-clip,0,1.0
772,BWA-std,0,1.0
772,NW-flex,0,1.0
772,BWA-no-clip,1,1.0
772,BWA-std,1,0.7
772,NW-flex,1,1.0
772,BWA-no-clip,2,1.0
772,BWA-std,2,0.5
772,NW-flex,2,1.0
772,BWA-no-clip,3,1.0
772,BWA-std,3,0.3
772,NW-flex,3,1.0
772,BWA-no-clip,4,1.0
772,BWA-std,4,0.1
772,NW-flex,4,1.0
772,BWA-no-clip,5,1.0
772,BWA-std,5,0.0
772,NW-flex,5,1.0
773,BWA-no-clip,-5,0.6
773,BWA-std,-5,0.1
773,NW-flex,-5,1.0
773,BWA-no-clip,-4,0.7
773,BWA-std,-4,0.2
773,NW-flex,-4,1.0
773,BWA-no-clip,-3,0.7
773,BWA-std,-3,0.4
773,NW-flex,-3,1.0
773,BWA-no-clip,-2,0.8
773,BWA-std,-2,0.6
773,NW-flex,-2,1.0
773,BWA-no-clip,-1,0.9
773,BWA-std,-1,0.7
773,NW-flex,-1,1.0
773,BWA-no-clip,0,1.0
773,BWA-std,0,1.0
773,NW-flex,0,1.0
773,BWA-no-clip,1,1.0
773,BWA-std,1,0.7
773,NW-flex,1,1.0
773,BWA-no-clip,2,1.0
773,BWA-std,2,0.5
773,NW-flex,2,1.0
773,BWA-no-clip,3,1.0
773,BWA-std,3,0.3
773,NW-flex,3,1.0
773,BWA-no-clip,4,1.0
773,BWA-std,4,0.1
773,NW-flex,4,1.0
773,BWA-no-clip,5,1.0
773,BWA-std,5,0.0
773,NW-flex,5,1.0
774,BWA-no-clip,-5,0.6
774,BWA-std,-5,0.1
774,NW-flex,-5,1.0
774,BWA-no-clip,-4,0.7
774,BWA-std,-4,0.2
774,NW-flex,-4,1.0
774,BWA-no-clip,-3,0.8
774,BWA-std,-3,0.4
774,NW-flex,-3,1.0
774,BWA-no-clip,-2,0.9
774,BWA-std,-2,0.6
774,NW-flex,-2,1.0
774,BWA-no-clip,-1,0.9
774,BWA-std,-1,0.7
774,NW-flex,-1,1.0
774,BWA-no-clip,0,1.0
774,BWA-std,0,1.0
774,NW-flex,0,1.0
774,BWA-no-clip,1,1.0
774,BWA-std,1,0.7
774,NW-flex,1,1.0
774,BWA-no-clip,2,1.0
774,BWA-std,2,0.5
774,NW-flex,2,1.0
774,BWA-no-clip,3,1.0
774,BWA-std,3,0.3
774,NW-flex,3,1.0
774,BWA-no-clip,4,1.0
774,BWA-std,4,0.1
774,NW-flex,4,1.0
774,BWA-no-clip,5,1.0
774,BWA-std,5,0.0
774,NW-flex,5,1.0
775,BWA-no-clip,-5,0.7
775,BWA-std,-5,0.1
775,NW-flex,-5,1.0
775,BWA-no-clip,-4,0.8
775,BWA-std,-4,0.2
775,NW-flex,-4,1.0
775,BWA-no-clip,-3,0.8
775,BWA-std,-3,0.4
775,NW-flex,-3,1.0
775,BWA-no-clip,-2,0.9
775,BWA-std,-2,0.6
775,NW-flex,-2,1.0
775,BWA-no-clip,-1,0.9
775,BWA-std,-1,0.7
775,NW-flex,-1,1.0
775,BWA-no-clip,0,1.0
775,BWA-std,0,1.0
775,NW-flex,0,1.0
775,BWA-no-clip,1,1.0
775,BWA-std,1,0.7
775,NW-flex,1,1.0
775,BWA-no-clip,2,1.0
775,BWA-std,2,0.5
775,NW-flex,2,1.0
775,BWA-no-clip,3,1.0
775,BWA-std,3,0.3
775,NW-flex,3,1.0
775,BWA-no-clip,4,1.0
775,BWA-std,4,0.1
775,NW-flex,4,1.0
775,BWA-no-clip,5,1.0
775,BWA-std,5,0.0
775,NW-flex,5,1.0
776,BWA-no-clip,-5,0.7
776,BWA-std,-5,0.1
776,NW-flex,-5,1.0
776,BWA-no-clip,-4,0.8
776,BWA-std,-4,0.2
776,NW-flex,-4,1.0
776,BWA-no-clip,-3,0.8
776,BWA-std,-3,0.4
776,NW-flex,-3,1.0
776,BWA-no-clip,-2,0.9
776,BWA-std,-2,0.6
776,NW-flex,-2,1.0
776,BWA-no-clip,-1,0.9
776,BWA-std,-1,0.7
776,NW-flex,-1,1.0
776,BWA-no-clip,0,1.0
776,BWA-std,0,1.0
776,NW-flex,0,1.0
776,BWA-no-clip,1,1.0
776,BWA-std,1,0.7
776,NW-flex,1,1.0
776,BWA-no-clip,2,1.0
776,BWA-std,2,0.5
776,NW-flex,2,1.0
776,BWA-no-clip,3,1.0
776,BWA-std,3,0.3
776,NW-flex,3,1.0
776,BWA-no-clip,4,1.0
776,BWA-std,4,0.1
776,NW-flex,4,1.0
776,BWA-no-clip,5,1.0
776,BWA-std,5,0.0
776,NW-flex,5,1.0
777,BWA-no-clip,-5,0.6
777,BWA-std,-5,0.1
777,NW-flex,-5,1.0
777,BWA-no-clip,-4,0.7
777,BWA-std,-4,0.2
777,NW-flex,-4,1.0
777,BWA-no-clip,-3,0.8
777,BWA-std,-3,0.4
777,NW-flex,-3,1.0
777,BWA-no-clip,-2,0.8
777,BWA-std,-2,0.6
777,NW-flex,-2,1.0
777,BWA-no-clip,-1,0.9
777,BWA-std,-1,0.7
777,NW-flex,-1,1.0
777,BWA-no-clip,0,1.0
777,BWA-std,0,1.0
777,NW-flex,0,1.0
777,BWA-no-clip,1,1.0
777,BWA-std,1,0.7
777,NW-flex,1,1.0
777,BWA-no-clip,2,1.0
777,BWA-std,2,0.5
777,NW-flex,2,1.0
777,BWA-no-clip,3,1.0
777,BWA-std,3,0.3
777,NW-flex,3,1.0
777,BWA-no-clip,4,1.0
777,BWA-std,4,0.1
777,NW-flex,4,1.0
777,BWA-no-clip,5,1.0
777,BWA-std,5,0.0
777,NW-flex,5,1.0
778,BWA-no-clip,-5,0.5
778,BWA-std,-5,0.1
778,NW-flex,-5,1.0
778,BWA-no-clip,-4,0.6
778,BWA-std,-4,0.2
778,NW-flex,-4,1.0
778,BWA-no-clip,-3,0.7
778,BWA-std,-3,0.4
778,NW-flex,-3,1.0
778,BWA-no-clip,-2,0.8
778,BWA-std,-2,0.5
778,NW-flex,-2,1.0
778,BWA-no-clip,-1,0.8
778,BWA-std,-1,0.7
778,NW-flex,-1,1.0
778,BWA-no-clip,0,1.0
778,BWA-std,0,1.0
778,NW-flex,0,1.0
778,BWA-no-clip,1,1.0
778,BWA-std,1,0.7
778,NW-flex,1,1.0
778,BWA-no-clip,2,1.0
778,BWA-std,2,0.5
778,NW-flex,2,1.0
778,BWA-no-clip,3,1.0
778,BWA-std,3,0.3
778,NW-flex,3,1.0
778,BWA-no-clip,4,0.9
778,BWA-std,4,0.1
778,NW-flex,4,1.0
778,BWA-no-clip,5,0.8
778,BWA-std,5,0.0
778,NW-flex,5,1.0
779,BWA-no-clip,-5,0.6
779,BWA-std,-5,0.1
779,NW-flex,-5,1.0
779,BWA-no-clip,-4,0.7
779,BWA-std,-4,0.2
779,NW-flex,-4,1.0
779,BWA-no-clip,-3,0.8
779,BWA-std,-3,0.4
779,NW-flex,-3,1.0
779,BWA-no-clip,-2,0.8
779,BWA-std,-2,0.6
779,NW-flex,-2,1.0
779,BWA-no-clip,-1,0.9
779,BWA-std,-1,0.7
779,NW-flex,-1,1.0
779,BWA-no-clip,0,1.0
779,BWA-std,0,1.0
779,NW-flex,0,1.0
779,BWA-no-clip,1,1.0
779,BWA-std,1,0.7
779,NW-flex,1,1.0
779,BWA-no-clip,2,0.9
779,BWA-std,2,0.5
