pind,arm,snv_offset,correct
573,BWA-std,3,0.13636363636363635
573,NW-flex,3,1.0
573,BWA-no-clip,5,0.7454545454545455
573,BWA-std,5,0.19090909090909092
573,NW-flex,5,1.0
573,BWA-no-clip,-1,0.8
573,BWA-std,-1,0.4090909090909091
573,NW-flex,-1,1.0
574,BWA-no-clip,0,0.43636363636363634
574,BWA-std,0,0.11818181818181818
574,NW-flex,0,1.0
574,BWA-no-clip,1,0.4727272727272727
574,BWA-std,1,0.12727272727272726
574,NW-flex,1,1.0
574,BWA-no-clip,10,0.5121212121212121
574,BWA-std,10,0.3575757575757576
574,NW-flex,10,1.0
574,BWA-no-clip,2,0.4909090909090909
574,BWA-std,2,0.12727272727272726
574,NW-flex,2,1.0
574,BWA-no-clip,3,0.5303030303030303
574,BWA-std,3,0.13636363636363635
574,NW-flex,3,1.0
574,BWA-no-clip,5,0.38181818181818183
574,BWA-std,5,0.15454545454545454
574,NW-flex,5,1.0
574,BWA-no-clip,-1,0.5121212121212121
574,BWA-std,-1,0.3575757575757576
574,NW-flex,-1,1.0
575,BWA-no-clip,0,0.6363636363636364
575,BWA-std,0,0.12727272727272726
575,NW-flex,0,0.996969696969697
575,BWA-no-clip,1,0.6818181818181818
575,BWA-std,1,0.12727272727272726
575,NW-flex,1,1.0
575,BWA-no-clip,10,0.8272727272727273
575,BWA-std,10,0.4090909090909091
575,NW-flex,10,1.0
575,BWA-no-clip,2,0.7090909090909091
575,BWA-std,2,0.12727272727272726
575,NW-flex,2,1.0
575,BWA-no-clip,3,0.7818181818181819
575,BWA-std,3,0.13636363636363635
575,NW-flex,3,1.0
575,BWA-no-clip,5,0.7909090909090909
575,BWA-std,5,0.19090909090909092
575,NW-flex,5,1.0
575,BWA-no-clip,-1,0.8272727272727273
575,BWA-std,-1,0.4090909090909091
575,NW-flex,-1,1.0
576,BWA-no-clip,0,0.4909090909090909
576,BWA-std,0,0.10909090909090909
576,NW-flex,0,0.9
576,BWA-no-clip,1,0.7181818181818181
576,BWA-std,1,0.12727272727272726
576,NW-flex,1,1.0
576,BWA-no-clip,10,0.8454545454545455
576,BWA-std,10,0.41818181818181815
576,NW-flex,10,1.0
576,BWA-no-clip,2,0.7545454545454545
576,BWA-std,2,0.13636363636363635
576,NW-flex,2,1.0
576,BWA-no-clip,3,0.8090909090909091
576,BWA-std,3,0.14545454545454545
576,NW-flex,3,1.0
576,BWA-no-clip,5,0.8272727272727273
576,BWA-std,5,0.2
576,NW-flex,5,1.0
576,BWA-no-clip,-1,0.8454545454545455
576,BWA-std,-1,0.41818181818181815
576,NW-flex,-1,1.0
577,BWA-no-clip,0,0.7181818181818181
577,BWA-std,0,0.12727272727272726
577,NW-flex,0,0.996969696969697
577,BWA-no-clip,1,0.8181818181818182
577,BWA-std,1,0.12727272727272726
577,NW-flex,1,1.0
577,BWA-no-clip,10,0.8727272727272727
577,BWA-std,10,0.4090909090909091
577,NW-flex,10,1.0
577,BWA-no-clip,2,0.7636363636363637
577,BWA-std,2,0.12727272727272726
577,NW-flex,2,1.0
577,BWA-no-clip,3,0.8090909090909091
577,BWA-std,3,0.13636363636363635
577,NW-flex,3,1.0
577,BWA-no-clip,5,0.8181818181818182
577,BWA-std,5,0.19090909090909092
577,NW-flex,5,1.0
577,BWA-no-clip,-1,0.8727272727272727
577,BWA-std,-1,0.4090909090909091
577,NW-flex,-1,1.0
578,BWA-no-clip,0,0.5272727272727272
578,BWA-std,0,0.12727272727272726
578,NW-flex,0,1.0
578,BWA-no-clip,1,0.5909090909090909
578,BWA-std,1,0.12727272727272726
578,NW-flex,1,1.0
578,BWA-no-clip,10,0.7545454545454545
578,BWA-std,10,0.4
578,NW-flex,10,1.0
578,BWA-no-clip,2,0.6909090909090909
578,BWA-std,2,0.12727272727272726
578,NW-flex,2,1.0
578,BWA-no-clip,3,0.6454545454545455
578,BWA-std,3,0.12727272727272726
578,NW-flex,3,1.0
578,BWA-no-clip,5,0.7272727272727273
578,BWA-std,5,0.18181818181818182
578,NW-flex,5,1.0
578,BWA-no-clip,-1,0.7545454545454545
578,BWA-std,-1,0.4
578,NW-flex,-1,1.0
579,BWA-no-clip,0,0.7181818181818181
579,BWA-std,0,0.12727272727272726
579,NW-flex,0,0.996969696969697
579,BWA-no-clip,1,0.8272727272727273
579,BWA-std,1,0.12727272727272726
579,NW-flex,1,1.0
579,BWA-no-clip,10,0.8727272727272727
579,BWA-std,10,0.4090909090909091
579,NW-flex,10,1.0
579,BWA-no-clip,2,0.7636363636363637
579,BWA-std,2,0.12727272727272726
579,NW-flex,2,1.0
579,BWA-no-clip,3,0.8090909090909091
579,BWA-std,3,0.13636363636363635
579,NW-flex,3,1.0
579,BWA-no-clip,5,0.8636363636363636
579,BWA-std,5,0.19090909090909092
579,NW-flex,5,1.0
579,BWA-no-clip,-1,0.8727272727272727
579,BWA-std,-1,0.4090909090909091
579,NW-flex,-1,1.0
580,BWA-no-clip,0,0.4818181818181818
580,BWA-std,0,0.10909090909090909
580,NW-flex,0,0.7
580,BWA-no-clip,1,0.7454545454545455
580,BWA-std,1,0.12727272727272726
580,NW-flex,1,1.0
580,BWA-no-clip,10,0.9181818181818182
580,BWA-std,10,0.41818181818181815
580,NW-flex,10,1.0
580,BWA-no-clip,2,0.8
580,BWA-std,2,0.13636363636363635
580,NW-flex,2,1.0
580,BWA-no-clip,3,0.8363636363636363
580,BWA-std,3,0.14545454545454545
580,NW-flex,3,1.0
580,BWA-no-clip,5,0.9090909090909091
580,BWA-std,5,0.2
580,NW-flex,5,1.0
580,BWA-no-clip,-1,0.9181818181818182
580,BWA-std,-1,0.41818181818181815
580,NW-flex,-1,1.0
581,BWA-no-clip,0,0.42727272727272725
581,BWA-std,0,0.10909090909090909
581,NW-flex,0,0.9
581,BWA-no-clip,1,0.7272727272727273
581,BWA-std,1,0.12727272727272726
581,NW-flex,1,1.0
581,BWA-no-clip,10,0.8545454545454545
581,BWA-std,10,0.41818181818181815
581,NW-flex,10,1.0
581,BWA-no-clip,2,0.7454545454545455
581,BWA-std,2,0.13636363636363635
581,NW-flex,2,1.0
581,BWA-no-clip,3,0.8
581,BWA-std,3,0.14545454545454545
581,NW-flex,3,1.0
581,BWA-no-clip,5,0.7545454545454545
581,BWA-std,5,0.2
581,NW-flex,5,1.0
581,BWA-no-clip,-1,0.8545454545454545
581,BWA-std,-1,0.41818181818181815
581,NW-flex,-1,1.0
582,BWA-no-clip,0,0.5272727272727272
582,BWA-std,0,0.10909090909090909
582,NW-flex,0,0.8
582,BWA-no-clip,1,0.8454545454545455
582,BWA-std,1,0.12727272727272726
582,NW-flex,1,1.0
582,BWA-no-clip,10,0.9181818181818182
582,BWA-std,10,0.41818181818181815
582,NW-flex,10,1.0
582,BWA-no-clip,2,0.8636363636363636
582,BWA-std,2,0.13636363636363635
582,NW-flex,2,1.0
582,BWA-no-clip,3,0.8818181818181818
582,BWA-std,3,0.14545454545454545
582,NW-flex,3,1.0
582,BWA-no-clip,5,0.9090909090909091
582,BWA-std,5,0.2
582,NW-flex,5,1.0
582,BWA-no-clip,-1,0.9181818181818182
582,BWA-std,-1,0.41818181818181815
582,NW-flex,-1,1.0
583,BWA-no-clip,0,0.5909090909090909
583,BWA-std,0,0.12727272727272726
583,NW-flex,0,0.9030303030303031
583,BWA-no-clip,1,0.6363636363636364
583,BWA-std,1,0.12727272727272726
583,NW-flex,1,0.996969696969697
583,BWA-no-clip,10,0.8727272727272727
583,BWA-std,10,0.41818181818181815
583,NW-flex,10,1.0
583,BWA-no-clip,2,0.8090909090909091
583,BWA-std,2,0.13636363636363635
583,NW-flex,2,1.0
583,BWA-no-clip,3,0.8272727272727273
583,BWA-std,3,0.14545454545454545
583,NW-flex,3,1.0
583,BWA-no-clip,5,0.8272727272727273
583,BWA-std,5,0.2
583,NW-flex,5,1.0
583,BWA-no-clip,-1,0.8727272727272727
583,BWA-std,-1,0.41818181818181815
583,NW-flex,-1,1.0
584,BWA-no-clip,0,0.5909090909090909
584,BWA-std,0,0.12727272727272726
584,NW-flex,0,1.0
584,BWA-no-clip,1,0.6272727272727273
584,BWA-std,1,0.12727272727272726
584,NW-flex,1,1.0
584,BWA-no-clip,10,0.6787878787878788
584,BWA-std,10,0.4
584,NW-flex,10,1.0
584,BWA-no-clip,2,0.6454545454545455
584,BWA-std,2,0.12727272727272726
584,NW-flex,2,1.0
584,BWA-no-clip,3,0.6151515151515151
584,BWA-std,3,0.13636363636363635
584,NW-flex,3,1.0
584,BWA-no-clip,5,0.6515151515151515
584,BWA-std,5,0.18181818181818182
584,NW-flex,5,1.0
584,BWA-no-clip,-1,0.6787878787878788
584,BWA-std,-1,0.4
584,NW-flex,-1,1.0
585,BWA-no-clip,0,0.7
585,BWA-std,0,0.12727272727272726
585,NW-flex,0,0.996969696969697
585,BWA-no-clip,1,0.8090909090909091
585,BWA-std,1,0.12727272727272726
585,NW-flex,1,1.0
585,BWA-no-clip,10,0.8636363636363636
585,BWA-std,10,0.4090909090909091
585,NW-flex,10,1.0
585,BWA-no-clip,2,0.7909090909090909
585,BWA-std,2,0.12727272727272726
585,NW-flex,2,1.0
585,BWA-no-clip,3,0.8181818181818182
585,BWA-std,3,0.13636363636363635
585,NW-flex,3,1.0
585,BWA-no-clip,5,0.8545454545454545
585,BWA-std,5,0.19090909090909092
585,NW-flex,5,1.0
585,BWA-no-clip,-1,0.8636363636363636
585,BWA-std,-1,0.4090909090909091
585,NW-flex,-1,1.0
586,BWA-no-clip,0,0.8
586,BWA-std,0,0.12727272727272726
586,NW-flex,0,0.996969696969697
586,BWA-no-clip,1,0.8181818181818182
586,BWA-std,1,0.12727272727272726
586,NW-flex,1,1.0
586,BWA-no-clip,10,0.8909090909090909
586,BWA-std,10,0.41818181818181815
586,NW-flex,10,1.0
586,BWA-no-clip,2,0.8090909090909091
586,BWA-std,2,0.13636363636363635
586,NW-flex,2,1.0
586,BWA-no-clip,3,0.8181818181818182
586,BWA-std,3,0.14545454545454545
586,NW-flex,3,1.0
586,BWA-no-clip,5,0.8363636363636363
586,BWA-std,5,0.2
586,NW-flex,5,1.0
586,BWA-no-clip,-1,0.8909090909090909
586,BWA-std,-1,0.41818181818181815
586,NW-flex,-1,1.0
587,BWA-no-clip,0,0.509090909090909
587,BWA-std,0,0.12727272727272726
587,NW-flex,0,0.9030303030303031
587,BWA-no-clip,1,0.5545454545454546
587,BWA-std,1,0.12727272727272726
587,NW-flex,1,0.996969696969697
587,BWA-no-clip,10,0.8545454545454545
587,BWA-std,10,0.41818181818181815
587,NW-flex,10,1.0
587,BWA-no-clip,2,0.7272727272727273
587,BWA-std,2,0.13636363636363635
587,NW-flex,2,1.0
587,BWA-no-clip,3,0.7454545454545455
587,BWA-std,3,0.14545454545454545
587,NW-flex,3,1.0
587,BWA-no-clip,5,0.8454545454545455
587,BWA-std,5,0.2
587,NW-flex,5,1.0
587,BWA-no-clip,-1,0.8545454545454545
587,BWA-std,-1,0.41818181818181815
587,NW-flex,-1,1.0
588,BWA-no-clip,0,0.5454545454545454
588,BWA-std,0,0.10909090909090909
588,NW-flex,0,0.9
588,BWA-no-clip,1,0.7272727272727273
588,BWA-std,1,0.12727272727272726
588,NW-flex,1,1.0
588,BWA-no-clip,10,0.8
588,BWA-std,10,0.41818181818181815
588,NW-flex,10,1.0
588,BWA-no-clip,2,0.5636363636363636
588,BWA-std,2,0.13636363636363635
588,NW-flex,2,1.0
588,BWA-no-clip,3,0.6454545454545455
588,BWA-std,3,0.14545454545454545
588,NW-flex,3,1.0
588,BWA-no-clip,5,0.7545454545454545
588,BWA-std,5,0.2
588,NW-flex,5,1.0
588,BWA-no-clip,-1,0.8
588,BWA-std,-1,0.41818181818181815
588,NW-flex,-1,1.0
589,BWA-no-clip,0,0.6818181818181818
589,BWA-std,0,0.12727272727272726
589,NW-flex,0,0.996969696969697
589,BWA-no-clip,1,0.6727272727272727
589,BWA-std,1,0.12727272727272726
589,NW-flex,1,1.0
589,BWA-no-clip,10,0.8454545454545455
589,BWA-std,10,0.41818181818181815
589,NW-flex,10,1.0
589,BWA-no-clip,2,0.6818181818181818
589,BWA-std,2,0.13636363636363635
589,NW-flex,2,1.0
589,BWA-no-clip,3,0.8181818181818182
589,BWA-std,3,0.14545454545454545
589,NW-flex,3,1.0
589,BWA-no-clip,5,0.8272727272727273
589,BWA-std,5,0.2
589,NW-flex,5,1.0
589,BWA-no-clip,-1,0.8454545454545455
589,BWA-std,-1,0.41818181818181815
589,NW-flex,-1,1.0
590,BWA-no-clip,0,0.5181818181818182
590,BWA-std,0,0.10909090909090909
590,NW-flex,0,0.8
590,BWA-no-clip,1,0.7727272727272727
590,BWA-std,1,0.12727272727272726
590,NW-flex,1,1.0
590,BWA-no-clip,10,0.9090909090909091
590,BWA-std,10,0.41818181818181815
590,NW-flex,10,1.0
590,BWA-no-clip,2,0.7909090909090909
590,BWA-std,2,0.13636363636363635
590,NW-flex,2,1.0
590,BWA-no-clip,3,0.8090909090909091
590,BWA-std,3,0.14545454545454545
590,NW-flex,3,1.0
590,BWA-no-clip,5,0.7818181818181819
590,BWA-std,5,0.2
590,NW-flex,5,1.0
590,BWA-no-clip,-1,0.9090909090909091
590,BWA-std,-1,0.41818181818181815
590,NW-flex,-1,1.0
591,BWA-no-clip,0,0.6272727272727273
591,BWA-std,0,0.12727272727272726
591,NW-flex,0,1.0
591,BWA-no-clip,1,0.5787878787878787
591,BWA-std,1,0.12727272727272726
591,NW-flex,1,0.9030303030303031
591,BWA-no-clip,10,0.8
591,BWA-std,10,0.4090909090909091
591,NW-flex,10,1.0
591,BWA-no-clip,2,0.6272727272727273
591,BWA-std,2,0.12727272727272726
591,NW-flex,2,1.0
591,BWA-no-clip,3,0.7818181818181819
591,BWA-std,3,0.13636363636363635
591,NW-flex,3,1.0
591,BWA-no-clip,5,0.6909090909090909
591,BWA-std,5,0.19090909090909092
591,NW-flex,5,1.0
591,BWA-no-clip,-1,0.8
591,BWA-std,-1,0.4090909090909091
591,NW-flex,-1,1.0
592,BWA-no-clip,0,0.6181818181818182
592,BWA-std,0,0.12727272727272726
592,NW-flex,0,1.0
592,BWA-no-clip,1,0.6454545454545455
592,BWA-std,1,0.12727272727272726
592,NW-flex,1,1.0
592,BWA-no-clip,10,0.7666666666666667
592,BWA-std,10,0.4090909090909091
592,NW-flex,10,1.0
592,BWA-no-clip,2,0.5878787878787879
592,BWA-std,2,0.12727272727272726
592,NW-flex,2,0.9030303030303031
592,BWA-no-clip,3,0.6212121212121212
592,BWA-std,3,0.13636363636363635
592,NW-flex,3,1.0
592,BWA-no-clip,5,0.7575757575757576
592,BWA-std,5,0.19090909090909092
592,NW-flex,5,1.0
592,BWA-no-clip,-1,0.7666666666666667
592,BWA-std,-1,0.4090909090909091
592,NW-flex,-1,1.0
593,BWA-no-clip,0,0.45454545454545453
593,BWA-std,0,0.10909090909090909
593,NW-flex,0,0.7
593,BWA-no-clip,1,0.7090909090909091
593,BWA-std,1,0.12727272727272726
593,NW-flex,1,1.0
593,BWA-no-clip,10,0.8454545454545455
593,BWA-std,10,0.4090909090909091
593,NW-flex,10,1.0
593,BWA-no-clip,2,0.7090909090909091
593,BWA-std,2,0.12727272727272726
593,NW-flex,2,1.0
593,BWA-no-clip,3,0.7909090909090909
593,BWA-std,3,0.13636363636363635
593,NW-flex,3,1.0
593,BWA-no-clip,5,0.8181818181818182
593,BWA-std,5,0.19090909090909092
593,NW-flex,5,1.0
593,BWA-no-clip,-1,0.8454545454545455
593,BWA-std,-1,0.4090909090909091
593,NW-flex,-1,1.0
594,BWA-no-clip,0,0.5727272727272728
594,BWA-std,0,0.10909090909090909
594,NW-flex,0,0.9
594,BWA-no-clip,1,0.7363636363636363
594,BWA-std,1,0.12727272727272726
594,NW-flex,1,1.0
594,BWA-no-clip,10,0.9
594,BWA-std,10,0.41818181818181815
594,NW-flex,10,1.0
594,BWA-no-clip,2,0.6818181818181818
594,BWA-std,2,0.13636363636363635
594,NW-flex,2,1.0
594,BWA-no-clip,3,0.8272727272727273
594,BWA-std,3,0.14545454545454545
594,NW-flex,3,1.0
594,BWA-no-clip,5,0.8636363636363636
594,BWA-std,5,0.2
594,NW-flex,5,1.0
594,BWA-no-clip,-1,0.9
594,BWA-std,-1,0.41818181818181815
594,NW-flex,-1,1.0
595,BWA-no-clip,0,0.5727272727272728
595,BWA-std,0,0.12727272727272726
595,NW-flex,0,0.9848484848484849
595,BWA-no-clip,1,0.6181818181818182
595,BWA-std,1,0.12727272727272726
595,NW-flex,1,1.0
595,BWA-no-clip,10,0.9181818181818182
595,BWA-std,10,0.41818181818181815
595,NW-flex,10,1.0
595,BWA-no-clip,2,0.8636363636363636
595,BWA-std,2,0.13636363636363635
595,NW-flex,2,1.0
595,BWA-no-clip,3,0.8636363636363636
595,BWA-std,3,0.14545454545454545
595,NW-flex,3,1.0
595,BWA-no-clip,5,0.9090909090909091
595,BWA-std,5,0.2
595,NW-flex,5,1.0
595,BWA-no-clip,-1,0.9181818181818182
595,BWA-std,-1,0.41818181818181815
595,NW-flex,-1,1.0
596,BWA-no-clip,0,0.6545454545454545
596,BWA-std,0,0.12727272727272726
596,NW-flex,0,0.9030303030303031
596,BWA-no-clip,1,0.8272727272727273
596,BWA-std,1,0.12727272727272726
596,NW-flex,1,0.996969696969697
596,BWA-no-clip,10,0.9181818181818182
596,BWA-std,10,0.41818181818181815
596,NW-flex,10,1.0
596,BWA-no-clip,2,0.7909090909090909
596,BWA-std,2,0.13636363636363635
596,NW-flex,2,1.0
596,BWA-no-clip,3,0.8636363636363636
596,BWA-std,3,0.14545454545454545
596,NW-flex,3,1.0
596,BWA-no-clip,5,0.8727272727272727
596,BWA-std,5,0.2
596,NW-flex,5,1.0
596,BWA-no-clip,-1,0.9181818181818182
596,BWA-std,-1,0.41818181818181815
596,NW-flex,-1,1.0
597,BWA-no-clip,0,0.6909090909090909
597,BWA-std,0,0.12727272727272726
597,NW-flex,0,0.9939393939393939
597,BWA-no-clip,1,0.6636363636363637
597,BWA-std,1,0.12727272727272726
597,NW-flex,1,1.0
597,BWA-no-clip,10,0.8545454545454545
597,BWA-std,10,0.41818181818181815
597,NW-flex,10,1.0
597,BWA-no-clip,2,0.7545454545454545
597,BWA-std,2,0.13636363636363635
597,NW-flex,2,1.0
597,BWA-no-clip,3,0.8181818181818182
597,BWA-std,3,0.14545454545454545
597,NW-flex,3,1.0
597,BWA-no-clip,5,0.7818181818181819
597,BWA-std,5,0.2
597,NW-flex,5,1.0
597,BWA-no-clip,-1,0.8545454545454545
597,BWA-std,-1,0.41818181818181815
597,NW-flex,-1,1.0
598,BWA-no-clip,0,0.43636363636363634
598,BWA-std,0,0.10909090909090909
598,NW-flex,0,0.9
598,BWA-no-clip,1,0.6636363636363637
598,BWA-std,1,0.12727272727272726
598,NW-flex,1,1.0
598,BWA-no-clip,10,0.8181818181818182
598,BWA-std,10,0.41818181818181815
598,NW-flex,10,1.0
598,BWA-no-clip,2,0.6727272727272727
598,BWA-std,2,0.13636363636363635
598,NW-flex,2,1.0
598,BWA-no-clip,3,0.6545454545454545
598,BWA-std,3,0.14545454545454545
598,NW-flex,3,1.0
598,BWA-no-clip,5,0.8181818181818182
598,BWA-std,5,0.2
598,NW-flex,5,1.0
598,BWA-no-clip,-1,0.8181818181818182
598,BWA-std,-1,0.41818181818181815
598,NW-flex,-1,1.0
599,BWA-no-clip,0,0.5636363636363636
599,BWA-std,0,0.12727272727272726
599,NW-flex,0,0.806060606060606
599,BWA-no-clip,1,0.7272727272727273
599,BWA-std,1,0.12727272727272726
599,NW-flex,1,0.996969696969697
599,BWA-no-clip,10,0.8818181818181818
599,BWA-std,10,0.41818181818181815
599,NW-flex,10,1.0
599,BWA-no-clip,2,0.6545454545454545
599,BWA-std,2,0.13636363636363635
599,NW-flex,2,1.0
599,BWA-no-clip,3,0.8090909090909091
599,BWA-std,3,0.14545454545454545
599,NW-flex,3,1.0
599,BWA-no-clip,5,0.8818181818181818
599,BWA-std,5,0.2
599,NW-flex,5,1.0
599,BWA-no-clip,-1,0.8818181818181818
599,BWA-std,-1,0.41818181818181815
599,NW-flex,-1,1.0
600,BWA-no-clip,0,0.7
600,BWA-std,0,0.12727272727272726
600,NW-flex,0,1.0
600,BWA-no-clip,1,0.7363636363636363
600,BWA-std,1,0.12727272727272726
600,NW-flex,1,0.996969696969697
600,BWA-no-clip,10,0.8818181818181818
600,BWA-std,10,0.41818181818181815
600,NW-flex,10,1.0
600,BWA-no-clip,2,0.8
600,BWA-std,2,0.13636363636363635
600,NW-flex,2,1.0
600,BWA-no-clip,3,0.8363636363636363
600,BWA-std,3,0.14545454545454545
600,NW-flex,3,1.0
600,BWA-no-clip,5,0.8727272727272727
600,BWA-std,5,0.2
600,NW-flex,5,1.0
600,BWA-no-clip,-1,0.8818181818181818
600,BWA-std,-1,0.41818181818181815
600,NW-flex,-1,1.0
601,BWA-no-clip,0,0.4090909090909091
601,BWA-std,0,0.11818181818181818
601,NW-flex,0,1.0
601,BWA-no-clip,1,0.4727272727272727
601,BWA-std,1,0.12727272727272726
601,NW-flex,1,1.0
601,BWA-no-clip,10,0.5121212121212121
601,BWA-std,10,0.3575757575757576
601,NW-flex,10,1.0
601,BWA-no-clip,2,0.4818181818181818
601,BWA-std,2,0.12727272727272726
601,NW-flex,2,1.0
601,BWA-no-clip,3,0.4575757575757576
601,BWA-std,3,0.13636363636363635
601,NW-flex,3,1.0
601,BWA-no-clip,5,0.4484848484848485
601,BWA-std,5,0.1484848484848485
601,NW-flex,5,0.9030303030303031
601,BWA-no-clip,-1,0.5121212121212121
601,BWA-std,-1,0.3575757575757576
601,NW-flex,-1,1.0
602,BWA-no-clip,0,0.4727272727272727
602,BWA-std,0,0.12727272727272726
602,NW-flex,0,1.0
602,BWA-no-clip,1,0.48787878787878786
602,BWA-std,1,0.12727272727272726
602,NW-flex,1,1.0
602,BWA-no-clip,10,0.6
602,BWA-std,10,0.38181818181818183
602,NW-flex,10,1.0
602,BWA-no-clip,2,0.5272727272727272
602,BWA-std,2,0.12727272727272726
602,NW-flex,2,1.0
602,BWA-no-clip,3,0.5424242424242425
602,BWA-std,3,0.13636363636363635
602,NW-flex,3,1.0
602,BWA-no-clip,5,0.3303030303030303
602,BWA-std,5,0.15454545454545454
602,NW-flex,5,0.9939393939393939
602,BWA-no-clip,-1,0.6
602,BWA-std,-1,0.38181818181818183
602,NW-flex,-1,1.0
603,BWA-no-clip,0,0.6090909090909091
603,BWA-std,0,0.12727272727272726
603,NW-flex,0,1.0
603,BWA-no-clip,1,0.6060606060606061
603,BWA-std,1,0.12727272727272726
603,NW-flex,1,0.9030303030303031
603,BWA-no-clip,10,0.8181818181818182
603,BWA-std,10,0.4090909090909091
603,NW-flex,10,1.0
603,BWA-no-clip,2,0.6727272727272727
603,BWA-std,2,0.12727272727272726
603,NW-flex,2,1.0
603,BWA-no-clip,3,0.6636363636363637
603,BWA-std,3,0.13636363636363635
603,NW-flex,3,1.0
603,BWA-no-clip,5,0.8
603,BWA-std,5,0.19090909090909092
603,NW-flex,5,1.0
603,BWA-no-clip,-1,0.8181818181818182
603,BWA-std,-1,0.4090909090909091
603,NW-flex,-1,1.0
604,BWA-no-clip,0,0.6818181818181818
604,BWA-std,0,0.12727272727272726
604,NW-flex,0,0.9030303030303031
604,BWA-no-clip,1,0.7272727272727273
604,BWA-std,1,0.12727272727272726
604,NW-flex,1,1.0
604,BWA-no-clip,10,0.8909090909090909
604,BWA-std,10,0.41818181818181815
604,NW-flex,10,1.0
604,BWA-no-clip,2,0.7727272727272727
604,BWA-std,2,0.13636363636363635
604,NW-flex,2,1.0
604,BWA-no-clip,3,0.8272727272727273
604,BWA-std,3,0.14545454545454545
604,NW-flex,3,1.0
604,BWA-no-clip,5,0.8636363636363636
604,BWA-std,5,0.2
604,NW-flex,5,1.0
604,BWA-no-clip,-1,0.8909090909090909
604,BWA-std,-1,0.41818181818181815
604,NW-flex,-1,1.0
605,BWA-no-clip,0,0.5363636363636364
605,BWA-std,0,0.12727272727272726
605,NW-flex,0,1.0
605,BWA-no-clip,1,0.5545454545454546
605,BWA-std,1,0.12727272727272726
605,NW-flex,1,1.0
605,BWA-no-clip,10,0.6424242424242425
605,BWA-std,10,0.4
605,NW-flex,10,1.0
605,BWA-no-clip,2,0.5909090909090909
605,BWA-std,2,0.12727272727272726
605,NW-flex,2,1.0
605,BWA-no-clip,3,0.4696969696969697
605,BWA-std,3,0.13636363636363635
605,NW-flex,3,1.0
605,BWA-no-clip,5,0.5424242424242425
605,BWA-std,5,0.18181818181818182
605,NW-flex,5,1.0
605,BWA-no-clip,-1,0.6424242424242425
605,BWA-std,-1,0.4
605,NW-flex,-1,1.0
606,BWA-no-clip,0,0.4636363636363636
606,BWA-std,0,0.10909090909090909
606,NW-flex,0,0.7
606,BWA-no-clip,1,0.7181818181818181
606,BWA-std,1,0.12727272727272726
606,NW-flex,1,1.0
606,BWA-no-clip,10,0.9
606,BWA-std,10,0.41818181818181815
606,NW-flex,10,1.0
606,BWA-no-clip,2,0.7545454545454545
606,BWA-std,2,0.13636363636363635
606,NW-flex,2,1.0
606,BWA-no-clip,3,0.8272727272727273
606,BWA-std,3,0.14545454545454545
606,NW-flex,3,1.0
606,BWA-no-clip,5,0.8454545454545455
606,BWA-std,5,0.2
606,NW-flex,5,1.0
606,BWA-no-clip,-1,0.9
606,BWA-std,-1,0.41818181818181815
606,NW-flex,-1,1.0
607,BWA-no-clip,0,0.38484848484848483
607,BWA-std,0,0.10909090909090909
607,NW-flex,0,0.6
607,BWA-no-clip,1,0.7
607,BWA-std,1,0.12727272727272726
607,NW-flex,1,1.0
607,BWA-no-clip,10,0.8
607,BWA-std,10,0.4
607,NW-flex,10,1.0
607,BWA-no-clip,2,0.6424242424242425
607,BWA-std,2,0.12727272727272726
607,NW-flex,2,1.0
607,BWA-no-clip,3,0.7909090909090909
607,BWA-std,3,0.13636363636363635
607,NW-flex,3,1.0
607,BWA-no-clip,5,0.8
607,BWA-std,5,0.18181818181818182
607,NW-flex,5,1.0
607,BWA-no-clip,-1,0.8
607,BWA-std,-1,0.4
607,NW-flex,-1,1.0
608,BWA-no-clip,0,0.4636363636363636
608,BWA-std,0,0.12727272727272726
608,NW-flex,0,1.0
608,BWA-no-clip,1,0.5606060606060606
608,BWA-std,1,0.12727272727272726
608,NW-flex,1,0.9030303030303031
608,BWA-no-clip,10,0.6545454545454545
608,BWA-std,10,0.4
608,NW-flex,10,1.0
608,BWA-no-clip,2,0.43636363636363634
608,BWA-std,2,0.12727272727272726
608,NW-flex,2,1.0
608,BWA-no-clip,3,0.5757575757575758
608,BWA-std,3,0.13636363636363635
608,NW-flex,3,1.0
608,BWA-no-clip,5,0.5636363636363636
608,BWA-std,5,0.19090909090909092
608,NW-flex,5,1.0
608,BWA-no-clip,-1,0.6545454545454545
608,BWA-std,-1,0.4
608,NW-flex,-1,1.0
609,BWA-no-clip,0,0.6
609,BWA-std,0,0.12727272727272726
609,NW-flex,0,1.0
609,BWA-no-clip,1,0.6818181818181818
609,BWA-std,1,0.12727272727272726
609,NW-flex,1,1.0
609,BWA-no-clip,10,0.7727272727272727
609,BWA-std,10,0.4090909090909091
609,NW-flex,10,1.0
609,BWA-no-clip,2,0.41818181818181815
609,BWA-std,2,0.12727272727272726
609,NW-flex,2,1.0
609,BWA-no-clip,3,0.6272727272727273
609,BWA-std,3,0.13636363636363635
609,NW-flex,3,1.0
609,BWA-no-clip,5,0.7
609,BWA-std,5,0.19090909090909092
609,NW-flex,5,1.0
609,BWA-no-clip,-1,0.7727272727272727
609,BWA-std,-1,0.4090909090909091
609,NW-flex,-1,1.0
610,BWA-no-clip,0,0.2636363636363636
