pind,arm,lflank,correct
4654,NW-flex,5,1.0
4654,BWA-no-clip,6,0.6363636363636364
4654,BWA-std,6,0.2727272727272727
4654,NW-flex,6,1.0
4654,BWA-no-clip,7,0.8181818181818182
4654,BWA-std,7,0.2727272727272727
4654,NW-flex,7,1.0
4654,BWA-no-clip,8,0.8181818181818182
4654,BWA-std,8,0.45454545454545453
4654,NW-flex,8,1.0
4654,BWA-no-clip,9,0.9090909090909091
4654,BWA-std,9,0.45454545454545453
4654,NW-flex,9,1.0
4654,BWA-no-clip,10,1.0
4654,BWA-std,10,0.45454545454545453
4654,NW-flex,10,1.0
4655,BWA-no-clip,1,0.18181818181818182
4655,BWA-std,1,0.09090909090909091
4655,NW-flex,1,1.0
4655,BWA-no-clip,2,0.36363636363636365
4655,BWA-std,2,0.09090909090909091
4655,NW-flex,2,1.0
4655,BWA-no-clip,3,0.6363636363636364
4655,BWA-std,3,0.18181818181818182
4655,NW-flex,3,1.0
4655,BWA-no-clip,4,0.8181818181818182
4655,BWA-std,4,0.09090909090909091
4655,NW-flex,4,1.0
4655,BWA-no-clip,5,0.9090909090909091
4655,BWA-std,5,0.2727272727272727
4655,NW-flex,5,1.0
4655,BWA-no-clip,6,0.8181818181818182
4655,BWA-std,6,0.36363636363636365
4655,NW-flex,6,1.0
4655,BWA-no-clip,7,0.8181818181818182
4655,BWA-std,7,0.2727272727272727
4655,NW-flex,7,1.0
4655,BWA-no-clip,8,0.8181818181818182
4655,BWA-std,8,0.45454545454545453
4655,NW-flex,8,1.0
4655,BWA-no-clip,9,1.0
4655,BWA-std,9,0.45454545454545453
4655,NW-flex,9,1.0
4655,BWA-no-clip,10,1.0
4655,BWA-std,10,0.45454545454545453
4655,NW-flex,10,1.0
4656,BWA-no-clip,1,0.2727272727272727
4656,BWA-std,1,0.09090909090909091
4656,NW-flex,1,1.0
4656,BWA-no-clip,2,0.6363636363636364
4656,BWA-std,2,0.09090909090909091
4656,NW-flex,2,1.0
4656,BWA-no-clip,3,0.6363636363636364
4656,BWA-std,3,0.18181818181818182
4656,NW-flex,3,1.0
4656,BWA-no-clip,4,0.7272727272727273
4656,BWA-std,4,0.09090909090909091
4656,NW-flex,4,1.0
4656,BWA-no-clip,5,0.7272727272727273
4656,BWA-std,5,0.2727272727272727
4656,NW-flex,5,1.0
4656,BWA-no-clip,6,0.7272727272727273
4656,BWA-std,6,0.36363636363636365
4656,NW-flex,6,1.0
4656,BWA-no-clip,7,0.8181818181818182
4656,BWA-std,7,0.2727272727272727
4656,NW-flex,7,1.0
4656,BWA-no-clip,8,0.8181818181818182
4656,BWA-std,8,0.45454545454545453
4656,NW-flex,8,1.0
4656,BWA-no-clip,9,1.0
4656,BWA-std,9,0.45454545454545453
4656,NW-flex,9,1.0
4656,BWA-no-clip,10,1.0
4656,BWA-std,10,0.45454545454545453
4656,NW-flex,10,1.0
4657,BWA-no-clip,1,0.09090909090909091
4657,BWA-std,1,0.09090909090909091
4657,NW-flex,1,1.0
4657,BWA-no-clip,2,0.36363636363636365
4657,BWA-std,2,0.09090909090909091
4657,NW-flex,2,1.0
4657,BWA-no-clip,3,0.45454545454545453
4657,BWA-std,3,0.18181818181818182
4657,NW-flex,3,1.0
4657,BWA-no-clip,4,0.6363636363636364
4657,BWA-std,4,0.09090909090909091
4657,NW-flex,4,1.0
4657,BWA-no-clip,5,0.7272727272727273
4657,BWA-std,5,0.2727272727272727
4657,NW-flex,5,1.0
4657,BWA-no-clip,6,0.7272727272727273
4657,BWA-std,6,0.36363636363636365
4657,NW-flex,6,1.0
4657,BWA-no-clip,7,0.7272727272727273
4657,BWA-std,7,0.2727272727272727
4657,NW-flex,7,1.0
4657,BWA-no-clip,8,0.7272727272727273
4657,BWA-std,8,0.45454545454545453
4657,NW-flex,8,1.0
4657,BWA-no-clip,9,0.9090909090909091
4657,BWA-std,9,0.45454545454545453
4657,NW-flex,9,1.0
4657,BWA-no-clip,10,0.9090909090909091
4657,BWA-std,10,0.45454545454545453
4657,NW-flex,10,1.0
4658,BWA-no-clip,1,0.5454545454545454
4658,BWA-std,1,0.09090909090909091
4658,NW-flex,1,1.0
4658,BWA-no-clip,2,0.6363636363636364
4658,BWA-std,2,0.09090909090909091
4658,NW-flex,2,1.0
4658,BWA-no-clip,3,0.8181818181818182
4658,BWA-std,3,0.18181818181818182
4658,NW-flex,3,1.0
4658,BWA-no-clip,4,0.7272727272727273
4658,BWA-std,4,0.09090909090909091
4658,NW-flex,4,1.0
4658,BWA-no-clip,5,0.8181818181818182
4658,BWA-std,5,0.2727272727272727
4658,NW-flex,5,1.0
4658,BWA-no-clip,6,0.8181818181818182
4658,BWA-std,6,0.36363636363636365
4658,NW-flex,6,1.0
4658,BWA-no-clip,7,1.0
4658,BWA-std,7,0.2727272727272727
4658,NW-flex,7,1.0
4658,BWA-no-clip,8,1.0
4658,BWA-std,8,0.45454545454545453
4658,NW-flex,8,1.0
4658,BWA-no-clip,9,1.0
4658,BWA-std,9,0.45454545454545453
4658,NW-flex,9,1.0
4658,BWA-no-clip,10,1.0
4658,BWA-std,10,0.45454545454545453
4658,NW-flex,10,1.0
4659,BWA-no-clip,1,0.5454545454545454
4659,BWA-std,1,0.09090909090909091
4659,NW-flex,1,1.0
4659,BWA-no-clip,2,0.6363636363636364
4659,BWA-std,2,0.09090909090909091
4659,NW-flex,2,1.0
4659,BWA-no-clip,3,0.6363636363636364
4659,BWA-std,3,0.18181818181818182
4659,NW-flex,3,1.0
4659,BWA-no-clip,4,0.8181818181818182
4659,BWA-std,4,0.09090909090909091
4659,NW-flex,4,1.0
4659,BWA-no-clip,5,0.7272727272727273
4659,BWA-std,5,0.2727272727272727
4659,NW-flex,5,1.0
4659,BWA-no-clip,6,0.8181818181818182
4659,BWA-std,6,0.36363636363636365
4659,NW-flex,6,1.0
4659,BWA-no-clip,7,0.9090909090909091
4659,BWA-std,7,0.2727272727272727
4659,NW-flex,7,1.0
4659,BWA-no-clip,8,0.9090909090909091
4659,BWA-std,8,0.45454545454545453
4659,NW-flex,8,1.0
4659,BWA-no-clip,9,1.0
4659,BWA-std,9,0.45454545454545453
4659,NW-flex,9,1.0
4659,BWA-no-clip,10,1.0
4659,BWA-std,10,0.45454545454545453
4659,NW-flex,10,1.0
4660,BWA-no-clip,1,0.5454545454545454
4660,BWA-std,1,0.09090909090909091
4660,NW-flex,1,1.0
4660,BWA-no-clip,2,0.5454545454545454
4660,BWA-std,2,0.09090909090909091
4660,NW-flex,2,1.0
4660,BWA-no-clip,3,0.6363636363636364
4660,BWA-std,3,0.18181818181818182
4660,NW-flex,3,1.0
4660,BWA-no-clip,4,0.8181818181818182
4660,BWA-std,4,0.09090909090909091
4660,NW-flex,4,1.0
4660,BWA-no-clip,5,0.8181818181818182
4660,BWA-std,5,0.2727272727272727
4660,NW-flex,5,1.0
4660,BWA-no-clip,6,0.9090909090909091
4660,BWA-std,6,0.36363636363636365
4660,NW-flex,6,1.0
4660,BWA-no-clip,7,0.9090909090909091
4660,BWA-std,7,0.2727272727272727
4660,NW-flex,7,1.0
4660,BWA-no-clip,8,1.0
4660,BWA-std,8,0.45454545454545453
4660,NW-flex,8,1.0
4660,BWA-no-clip,9,1.0
4660,BWA-std,9,0.45454545454545453
4660,NW-flex,9,1.0
4660,BWA-no-clip,10,1.0
4660,BWA-std,10,0.45454545454545453
4660,NW-flex,10,1.0
4661,BWA-no-clip,1,0.45454545454545453
4661,BWA-std,1,0.09090909090909091
4661,NW-flex,1,1.0
4661,BWA-no-clip,2,0.45454545454545453
4661,BWA-std,2,0.09090909090909091
4661,NW-flex,2,1.0
4661,BWA-no-clip,3,0.5454545454545454
4661,BWA-std,3,0.09090909090909091
4661,NW-flex,3,1.0
4661,BWA-no-clip,4,0.6363636363636364
4661,BWA-std,4,0.09090909090909091
4661,NW-flex,4,1.0
4661,BWA-no-clip,5,0.6363636363636364
4661,BWA-std,5,0.2727272727272727
4661,NW-flex,5,1.0
4661,BWA-no-clip,6,0.7272727272727273
4661,BWA-std,6,0.36363636363636365
4661,NW-flex,6,1.0
4661,BWA-no-clip,7,0.9090909090909091
4661,BWA-std,7,0.2727272727272727
4661,NW-flex,7,1.0
4661,BWA-no-clip,8,0.9090909090909091
4661,BWA-std,8,0.45454545454545453
4661,NW-flex,8,1.0
4661,BWA-no-clip,9,1.0
4661,BWA-std,9,0.45454545454545453
4661,NW-flex,9,1.0
4661,BWA-no-clip,10,1.0
4661,BWA-std,10,0.45454545454545453
4661,NW-flex,10,1.0
4662,BWA-no-clip,1,0.36363636363636365
4662,BWA-std,1,0.09090909090909091
4662,NW-flex,1,1.0
4662,BWA-no-clip,2,0.45454545454545453
4662,BWA-std,2,0.09090909090909091
4662,NW-flex,2,1.0
4662,BWA-no-clip,3,0.6363636363636364
4662,BWA-std,3,0.18181818181818182
4662,NW-flex,3,1.0
4662,BWA-no-clip,4,0.6363636363636364
4662,BWA-std,4,0.09090909090909091
4662,NW-flex,4,1.0
4662,BWA-no-clip,5,0.8181818181818182
4662,BWA-std,5,0.2727272727272727
4662,NW-flex,5,1.0
4662,BWA-no-clip,6,0.8181818181818182
4662,BWA-std,6,0.36363636363636365
4662,NW-flex,6,1.0
4662,BWA-no-clip,7,0.9090909090909091
4662,BWA-std,7,0.2727272727272727
4662,NW-flex,7,1.0
4662,BWA-no-clip,8,1.0
4662,BWA-std,8,0.45454545454545453
4662,NW-flex,8,1.0
4662,BWA-no-clip,9,1.0
4662,BWA-std,9,0.45454545454545453
4662,NW-flex,9,1.0
4662,BWA-no-clip,10,1.0
4662,BWA-std,10,0.45454545454545453
4662,NW-flex,10,1.0
4663,BWA-no-clip,1,0.5454545454545454
4663,BWA-std,1,0.09090909090909091
4663,NW-flex,1,1.0
4663,BWA-no-clip,2,0.6363636363636364
4663,BWA-std,2,0.09090909090909091
4663,NW-flex,2,1.0
4663,BWA-no-clip,3,0.8181818181818182
4663,BWA-std,3,0.18181818181818182
4663,NW-flex,3,1.0
4663,BWA-no-clip,4,0.7272727272727273
4663,BWA-std,4,0.09090909090909091
4663,NW-flex,4,1.0
4663,BWA-no-clip,5,0.8181818181818182
4663,BWA-std,5,0.2727272727272727
4663,NW-flex,5,1.0
4663,BWA-no-clip,6,1.0
4663,BWA-std,6,0.36363636363636365
4663,NW-flex,6,1.0
4663,BWA-no-clip,7,0.9090909090909091
4663,BWA-std,7,0.2727272727272727
4663,NW-flex,7,1.0
4663,BWA-no-clip,8,1.0
4663,BWA-std,8,0.45454545454545453
4663,NW-flex,8,1.0
4663,BWA-no-clip,9,1.0
4663,BWA-std,9,0.45454545454545453
4663,NW-flex,9,1.0
4663,BWA-no-clip,10,1.0
4663,BWA-std,10,0.45454545454545453
4663,NW-flex,10,1.0
4664,BWA-no-clip,1,0.5454545454545454
4664,BWA-std,1,0.09090909090909091
4664,NW-flex,1,1.0
4664,BWA-no-clip,2,0.6363636363636364
4664,BWA-std,2,0.09090909090909091
4664,NW-flex,2,1.0
4664,BWA-no-clip,3,0.8181818181818182
4664,BWA-std,3,0.18181818181818182
4664,NW-flex,3,1.0
4664,BWA-no-clip,4,0.8181818181818182
4664,BWA-std,4,0.09090909090909091
4664,NW-flex,4,1.0
4664,BWA-no-clip,5,0.9090909090909091
4664,BWA-std,5,0.2727272727272727
4664,NW-flex,5,1.0
4664,BWA-no-clip,6,1.0
4664,BWA-std,6,0.36363636363636365
4664,NW-flex,6,1.0
4664,BWA-no-clip,7,1.0
4664,BWA-std,7,0.2727272727272727
4664,NW-flex,7,1.0
4664,BWA-no-clip,8,1.0
4664,BWA-std,8,0.45454545454545453
4664,NW-flex,8,1.0
4664,BWA-no-clip,9,1.0
4664,BWA-std,9,0.45454545454545453
4664,NW-flex,9,1.0
4664,BWA-no-clip,10,1.0
4664,BWA-std,10,0.45454545454545453
4664,NW-flex,10,1.0
4665,BWA-no-clip,1,0.24242424242424243
4665,BWA-std,1,0.09090909090909091
4665,NW-flex,1,1.0
4665,BWA-no-clip,2,0.42424242424242425
4665,BWA-std,2,0.09090909090909091
4665,NW-flex,2,1.0
4665,BWA-no-clip,3,0.5151515151515151
4665,BWA-std,3,0.18181818181818182
4665,NW-flex,3,1.0
4665,BWA-no-clip,4,0.5151515151515151
4665,BWA-std,4,0.09090909090909091
4665,NW-flex,4,1.0
4665,BWA-no-clip,5,0.6666666666666666
4665,BWA-std,5,0.2727272727272727
4665,NW-flex,5,1.0
4665,BWA-no-clip,6,0.6363636363636364
4665,BWA-std,6,0.36363636363636365
4665,NW-flex,6,1.0
4665,BWA-no-clip,7,0.7272727272727273
4665,BWA-std,7,0.2727272727272727
4665,NW-flex,7,1.0
4665,BWA-no-clip,8,0.8181818181818182
4665,BWA-std,8,0.45454545454545453
4665,NW-flex,8,1.0
4665,BWA-no-clip,9,0.8181818181818182
4665,BWA-std,9,0.45454545454545453
4665,NW-flex,9,1.0
4665,BWA-no-clip,10,0.8181818181818182
4665,BWA-std,10,0.45454545454545453
4665,NW-flex,10,1.0
4666,BWA-no-clip,1,0.36363636363636365
4666,BWA-std,1,0.09090909090909091
4666,NW-flex,1,1.0
4666,BWA-no-clip,2,0.6363636363636364
4666,BWA-std,2,0.09090909090909091
4666,NW-flex,2,1.0
4666,BWA-no-clip,3,0.6363636363636364
4666,BWA-std,3,0.18181818181818182
4666,NW-flex,3,1.0
4666,BWA-no-clip,4,0.8181818181818182
4666,BWA-std,4,0.09090909090909091
4666,NW-flex,4,1.0
4666,BWA-no-clip,5,0.7272727272727273
4666,BWA-std,5,0.2727272727272727
4666,NW-flex,5,1.0
4666,BWA-no-clip,6,0.8181818181818182
4666,BWA-std,6,0.36363636363636365
4666,NW-flex,6,1.0
4666,BWA-no-clip,7,0.9090909090909091
4666,BWA-std,7,0.2727272727272727
4666,NW-flex,7,1.0
4666,BWA-no-clip,8,1.0
4666,BWA-std,8,0.45454545454545453
4666,NW-flex,8,1.0
4666,BWA-no-clip,9,1.0
4666,BWA-std,9,0.45454545454545453
4666,NW-flex,9,1.0
4666,BWA-no-clip,10,1.0
4666,BWA-std,10,0.45454545454545453
4666,NW-flex,10,1.0
4667,BWA-no-clip,1,0.36363636363636365
4667,BWA-std,1,0.09090909090909091
4667,NW-flex,1,1.0
4667,BWA-no-clip,2,0.45454545454545453
4667,BWA-std,2,0.09090909090909091
4667,NW-flex,2,1.0
4667,BWA-no-clip,3,0.45454545454545453
4667,BWA-std,3,0.09090909090909091
4667,NW-flex,3,1.0
4667,BWA-no-clip,4,0.6363636363636364
4667,BWA-std,4,0.09090909090909091
4667,NW-flex,4,1.0
4667,BWA-no-clip,5,0.6363636363636364
4667,BWA-std,5,0.2727272727272727
4667,NW-flex,5,1.0
4667,BWA-no-clip,6,0.6363636363636364
4667,BWA-std,6,0.2727272727272727
4667,NW-flex,6,1.0
4667,BWA-no-clip,7,0.8181818181818182
4667,BWA-std,7,0.2727272727272727
4667,NW-flex,7,1.0
4667,BWA-no-clip,8,0.9090909090909091
4667,BWA-std,8,0.45454545454545453
4667,NW-flex,8,1.0
4667,BWA-no-clip,9,1.0
4667,BWA-std,9,0.45454545454545453
4667,NW-flex,9,1.0
4667,BWA-no-clip,10,1.0
4667,BWA-std,10,0.45454545454545453
4667,NW-flex,10,1.0
4668,BWA-no-clip,1,0.45454545454545453
4668,BWA-std,1,0.09090909090909091
4668,NW-flex,1,1.0
4668,BWA-no-clip,2,0.5454545454545454
4668,BWA-std,2,0.09090909090909091
4668,NW-flex,2,1.0
4668,BWA-no-clip,3,0.5454545454545454
4668,BWA-std,3,0.09090909090909091
4668,NW-flex,3,1.0
4668,BWA-no-clip,4,0.6363636363636364
4668,BWA-std,4,0.09090909090909091
4668,NW-flex,4,1.0
4668,BWA-no-clip,5,0.8181818181818182
4668,BWA-std,5,0.2727272727272727
4668,NW-flex,5,1.0
4668,BWA-no-clip,6,0.8181818181818182
4668,BWA-std,6,0.36363636363636365
4668,NW-flex,6,1.0
4668,BWA-no-clip,7,0.9090909090909091
4668,BWA-std,7,0.2727272727272727
4668,NW-flex,7,1.0
4668,BWA-no-clip,8,1.0
4668,BWA-std,8,0.45454545454545453
4668,NW-flex,8,1.0
4668,BWA-no-clip,9,1.0
4668,BWA-std,9,0.45454545454545453
4668,NW-flex,9,1.0
4668,BWA-no-clip,10,1.0
4668,BWA-std,10,0.45454545454545453
4668,NW-flex,10,1.0
4669,BWA-no-clip,1,0.09090909090909091
4669,BWA-std,1,0.09090909090909091
4669,NW-flex,1,1.0
4669,BWA-no-clip,2,0.5454545454545454
4669,BWA-std,2,0.09090909090909091
4669,NW-flex,2,1.0
4669,BWA-no-clip,3,0.8181818181818182
4669,BWA-std,3,0.18181818181818182
4669,NW-flex,3,1.0
4669,BWA-no-clip,4,0.7272727272727273
4669,BWA-std,4,0.09090909090909091
4669,NW-flex,4,1.0
4669,BWA-no-clip,5,0.8181818181818182
4669,BWA-std,5,0.2727272727272727
4669,NW-flex,5,1.0
4669,BWA-no-clip,6,1.0
4669,BWA-std,6,0.36363636363636365
4669,NW-flex,6,1.0
4669,BWA-no-clip,7,1.0
4669,BWA-std,7,0.2727272727272727
4669,NW-flex,7,1.0
4669,BWA-no-clip,8,0.9090909090909091
4669,BWA-std,8,0.45454545454545453
4669,NW-flex,8,1.0
4669,BWA-no-clip,9,1.0
4669,BWA-std,9,0.45454545454545453
4669,NW-flex,9,1.0
4669,BWA-no-clip,10,1.0
4669,BWA-std,10,0.45454545454545453
4669,NW-flex,10,1.0
4670,BWA-no-clip,1,0.5454545454545454
4670,BWA-std,1,0.09090909090909091
4670,NW-flex,1,1.0
4670,BWA-no-clip,2,0.5454545454545454
4670,BWA-std,2,0.09090909090909091
4670,NW-flex,2,1.0
4670,BWA-no-clip,3,0.6363636363636364
4670,BWA-std,3,0.18181818181818182
4670,NW-flex,3,1.0
4670,BWA-no-clip,4,0.8181818181818182
4670,BWA-std,4,0.09090909090909091
4670,NW-flex,4,1.0
4670,BWA-no-clip,5,0.8181818181818182
4670,BWA-std,5,0.2727272727272727
4670,NW-flex,5,1.0
4670,BWA-no-clip,6,0.9090909090909091
4670,BWA-std,6,0.36363636363636365
4670,NW-flex,6,1.0
4670,BWA-no-clip,7,1.0
4670,BWA-std,7,0.2727272727272727
4670,NW-flex,7,1.0
4670,BWA-no-clip,8,1.0
4670,BWA-std,8,0.45454545454545453
4670,NW-flex,8,1.0
4670,BWA-no-clip,9,1.0
4670,BWA-std,9,0.45454545454545453
4670,NW-flex,9,1.0
4670,BWA-no-clip,10,1.0
4670,BWA-std,10,0.45454545454545453
4670,NW-flex,10,1.0
4671,BWA-no-clip,1,0.5454545454545454
4671,BWA-std,1,0.09090909090909091
4671,NW-flex,1,1.0
4671,BWA-no-clip,2,0.6363636363636364
4671,BWA-std,2,0.09090909090909091
4671,NW-flex,2,1.0
4671,BWA-no-clip,3,0.6363636363636364
4671,BWA-std,3,0.18181818181818182
4671,NW-flex,3,1.0
4671,BWA-no-clip,4,0.6363636363636364
4671,BWA-std,4,0.09090909090909091
4671,NW-flex,4,1.0
4671,BWA-no-clip,5,0.7272727272727273
4671,BWA-std,5,0.2727272727272727
4671,NW-flex,5,1.0
4671,BWA-no-clip,6,0.7272727272727273
4671,BWA-std,6,0.36363636363636365
4671,NW-flex,6,1.0
4671,BWA-no-clip,7,0.7272727272727273
4671,BWA-std,7,0.2727272727272727
4671,NW-flex,7,1.0
4671,BWA-no-clip,8,0.7272727272727273
4671,BWA-std,8,0.45454545454545453
4671,NW-flex,8,1.0
4671,BWA-no-clip,9,0.7272727272727273
4671,BWA-std,9,0.45454545454545453
4671,NW-flex,9,1.0
4671,BWA-no-clip,10,0.9090909090909091
4671,BWA-std,10,0.45454545454545453
4671,NW-flex,10,1.0
4672,BWA-no-clip,1,0.45454545454545453
4672,BWA-std,1,0.09090909090909091
4672,NW-flex,1,1.0
4672,BWA-no-clip,2,0.5454545454545454
4672,BWA-std,2,0.09090909090909091
4672,NW-flex,2,1.0
4672,BWA-no-clip,3,0.6363636363636364
4672,BWA-std,3,0.18181818181818182
4672,NW-flex,3,1.0
4672,BWA-no-clip,4,0.8181818181818182
4672,BWA-std,4,0.09090909090909091
4672,NW-flex,4,1.0
4672,BWA-no-clip,5,0.9090909090909091
4672,BWA-std,5,0.2727272727272727
4672,NW-flex,5,1.0
4672,BWA-no-clip,6,1.0
4672,BWA-std,6,0.36363636363636365
4672,NW-flex,6,1.0
4672,BWA-no-clip,7,1.0
4672,BWA-std,7,0.2727272727272727
4672,NW-flex,7,1.0
4672,BWA-no-clip,8,1.0
4672,BWA-std,8,0.45454545454545453
4672,NW-flex,8,1.0
4672,BWA-no-clip,9,1.0
4672,BWA-std,9,0.45454545454545453
4672,NW-flex,9,1.0
4672,BWA-no-clip,10,1.0
4672,BWA-std,10,0.45454545454545453
4672,NW-flex,10,1.0
4673,BWA-no-clip,1,0.5454545454545454
4673,BWA-std,1,0.09090909090909091
4673,NW-flex,1,1.0
4673,BWA-no-clip,2,0.6363636363636364
4673,BWA-std,2,0.09090909090909091
4673,NW-flex,2,1.0
4673,BWA-no-clip,3,0.8181818181818182
4673,BWA-std,3,0.18181818181818182
4673,NW-flex,3,1.0
4673,BWA-no-clip,4,0.8181818181818182
4673,BWA-std,4,0.09090909090909091
4673,NW-flex,4,1.0
4673,BWA-no-clip,5,0.7272727272727273
4673,BWA-std,5,0.2727272727272727
4673,NW-flex,5,1.0
4673,BWA-no-clip,6,0.9090909090909091
4673,BWA-std,6,0.36363636363636365
4673,NW-flex,6,1.0
4673,BWA-no-clip,7,0.9090909090909091
4673,BWA-std,7,0.2727272727272727
4673,NW-flex,7,1.0
4673,BWA-no-clip,8,1.0
4673,BWA-std,8,0.45454545454545453
4673,NW-flex,8,1.0
4673,BWA-no-clip,9,1.0
4673,BWA-std,9,0.45454545454545453
4673,NW-flex,9,1.0
4673,BWA-no-clip,10,1.0
4673,BWA-std,10,0.45454545454545453
4673,NW-flex,10,1.0
4674,BWA-no-clip,1,0.09090909090909091
4674,BWA-std,1,0.09090909090909091
4674,NW-flex,1,1.0
4674,BWA-no-clip,2,0.09090909090909091
4674,BWA-std,2,0.09090909090909091
4674,NW-flex,2,1.0
4674,BWA-no-clip,3,0.5454545454545454
4674,BWA-std,3,0.18181818181818182
4674,NW-flex,3,1.0
4674,BWA-no-clip,4,0.8181818181818182
4674,BWA-std,4,0.09090909090909091
4674,NW-flex,4,1.0
4674,BWA-no-clip,5,0.7272727272727273
4674,BWA-std,5,0.2727272727272727
4674,NW-flex,5,1.0
4674,BWA-no-clip,6,0.9090909090909091
4674,BWA-std,6,0.36363636363636365
4674,NW-flex,6,1.0
4674,BWA-no-clip,7,0.9090909090909091
4674,BWA-std,7,0.2727272727272727
4674,NW-flex,7,1.0
4674,BWA-no-clip,8,1.0
4674,BWA-std,8,0.45454545454545453
4674,NW-flex,8,1.0
4674,BWA-no-clip,9,1.0
4674,BWA-std,9,0.45454545454545453
4674,NW-flex,9,1.0
4674,BWA-no-clip,10,1.0
4674,BWA-std,10,0.45454545454545453
4674,NW-flex,10,1.0
4675,BWA-no-clip,1,0.45454545454545453
4675,BWA-std,1,0.09090909090909091
4675,NW-flex,1,1.0
4675,BWA-no-clip,2,0.5454545454545454
4675,BWA-std,2,0.09090909090909091
4675,NW-flex,2,1.0
4675,BWA-no-clip,3,0.6363636363636364
4675,BWA-std,3,0.18181818181818182
4675,NW-flex,3,1.0
4675,BWA-no-clip,4,0.8181818181818182
4675,BWA-std,4,0.09090909090909091
4675,NW-flex,4,1.0
4675,BWA-no-clip,5,0.9090909090909091
4675,BWA-std,5,0.2727272727272727
4675,NW-flex,5,1.0
4675,BWA-no-clip,6,1.0
4675,BWA-std,6,0.36363636363636365
4675,NW-flex,6,1.0
4675,BWA-no-clip,7,1.0
4675,BWA-std,7,0.2727272727272727
4675,NW-flex,7,1.0
4675,BWA-no-clip,8,1.0
4675,BWA-std,8,0.45454545454545453
4675,NW-flex,8,1.0
4675,BWA-no-clip,9,1.0
4675,BWA-std,9,0.45454545454545453
4675,NW-flex,9,1.0
4675,BWA-no-clip,10,1.0
4675,BWA-std,10,0.45454545454545453
4675,NW-flex,10,1.0
4676,BWA-no-clip,1,0.5454545454545454
4676,BWA-std,1,0.09090909090909091
4676,NW-flex,1,1.0
4676,BWA-no-clip,2,0.6363636363636364
4676,BWA-std,2,0.09090909090909091
4676,NW-flex,2,1.0
4676,BWA-no-clip,3,0.6363636363636364
4676,BWA-std,3,0.18181818181818182
4676,NW-flex,3,1.0
4676,BWA-no-clip,4,0.6363636363636364
4676,BWA-std,4,0.09090909090909091
4676,NW-flex,4,1.0
4676,BWA-no-clip,5,0.8181818181818182
4676,BWA-std,5,0.2727272727272727
4676,NW-flex,5,1.0
4676,BWA-no-clip,6,0.8181818181818182
4676,BWA-std,6,0.36363636363636365
4676,NW-flex,6,1.0
4676,BWA-no-clip,7,0.9090909090909091
4676,BWA-std,7,0.2727272727272727
4676,NW-flex,7,1.0
4676,BWA-no-clip,8,1.0
4676,BWA-std,8,0.45454545454545453
4676,NW-flex,8,1.0
4676,BWA-no-clip,9,1.0
4676,BWA-std,9,0.45454545454545453
4676,NW-flex,9,1.0
4676,BWA-no-clip,10,1.0
4676,BWA-std,10,0.45454545454545453
4676,NW-flex,10,1.0
4677,BWA-no-clip,1,0.09090909090909091
4677,BWA-std,1,0.09090909090909091
4677,NW-flex,1,1.0
4677,BWA-no-clip,2,0.09090909090909091
4677,BWA-std,2,0.09090909090909091
4677,NW-flex,2,1.0
4677,BWA-no-clip,3,0.5454545454545454
4677,BWA-std,3,0.18181818181818182
4677,NW-flex,3,1.0
4677,BWA-no-clip,4,0.8181818181818182
4677,BWA-std,4,0.09090909090909091
4677,NW-flex,4,1.0
4677,BWA-no-clip,5,0.9090909090909091
4677,BWA-std,5,0.2727272727272727
4677,NW-flex,5,1.0
4677,BWA-no-clip,6,0.9090909090909091
4677,BWA-std,6,0.36363636363636365
4677,NW-flex,6,1.0
4677,BWA-no-clip,7,1.0
4677,BWA-std,7,0.2727272727272727
4677,NW-flex,7,1.0
4677,BWA-no-clip,8,1.0
4677,BWA-std,8,0.45454545454545453
4677,NW-flex,8,1.0
4677,BWA-no-clip,9,1.0
4677,BWA-std,9,0.45454545454545453
4677,NW-flex,9,1.0
4677,BWA-no-clip,10,1.0
4677,BWA-std,10,0.45454545454545453
4677,NW-flex,10,1.0
4678,BWA-no-clip,1,0.09090909090909091
4678,BWA-std,1,0.09090909090909091
4678,NW-flex,1,1.0
4678,BWA-no-clip,2,0.5454545454545454
4678,BWA-std,2,0.09090909090909091
4678,NW-flex,2,1.0
4678,BWA-no-clip,3,0.8181818181818182
4678,BWA-std,3,0.18181818181818182
4678,NW-flex,3,1.0
4678,BWA-no-clip,4,0.7272727272727273
4678,BWA-std,4,0.09090909090909091
4678,NW-flex,4,1.0
4678,BWA-no-clip,5,0.7272727272727273
4678,BWA-std,5,0.2727272727272727
4678,NW-flex,5,1.0
4678,BWA-no-clip,6,0.7272727272727273
4678,BWA-std,6,0.36363636363636365
4678,NW-flex,6,1.0
4678,BWA-no-clip,7,0.8181818181818182
4678,BWA-std,7,0.2727272727272727
4678,NW-flex,7,1.0
4678,BWA-no-clip,8,0.8181818181818182
4678,BWA-std,8,0.45454545454545453
4678,NW-flex,8,1.0
4678,BWA-no-clip,9,1.0
4678,BWA-std,9,0.45454545454545453
4678,NW-flex,9,1.0
4678,BWA-no-clip,10,1.0
4678,BWA-std,10,0.45454545454545453
4678,NW-flex,10,1.0
4679,BWA-no-clip,1,0.45454545454545453
4679,BWA-std,1,0.09090909090909091
4679,NW-flex,1,1.0
4679,BWA-no-clip,2,0.5454545454545454
4679,BWA-std,2,0.09090909090909091
