pind1,pind2,arm,bridge_len,correct
948,4563,NW-flex,4,1.0
948,4563,BWA-no-clip,5,1.0
948,4563,BWA-std,5,1.0
948,4563,NW-flex,5,1.0
951,3781,BWA-no-clip,1,0.6611570247933884
951,3781,BWA-std,1,0.71900826446281
951,3781,NW-flex,1,1.0
951,3781,BWA-no-clip,2,1.0
951,3781,BWA-std,2,1.0
951,3781,NW-flex,2,1.0
951,3781,BWA-no-clip,3,0.7107438016528925
951,3781,BWA-std,3,0.7933884297520661
951,3781,NW-flex,3,1.0
951,3781,BWA-no-clip,4,1.0
951,3781,BWA-std,4,1.0
951,3781,NW-flex,4,1.0
951,3781,BWA-no-clip,5,0.7768595041322314
951,3781,BWA-std,5,0.8512396694214877
951,3781,NW-flex,5,1.0
966,1886,BWA-no-clip,1,0.71900826446281
966,1886,BWA-std,1,0.6528925619834711
966,1886,NW-flex,1,1.0
966,1886,BWA-no-clip,2,1.0
966,1886,BWA-std,2,1.0
966,1886,NW-flex,2,1.0
966,1886,BWA-no-clip,3,1.0
966,1886,BWA-std,3,1.0
966,1886,NW-flex,3,1.0
966,1886,BWA-no-clip,4,1.0
966,1886,BWA-std,4,1.0
966,1886,NW-flex,4,1.0
966,1886,BWA-no-clip,5,1.0
966,1886,BWA-std,5,1.0
966,1886,NW-flex,5,1.0
972,6682,BWA-no-clip,1,0.6611570247933884
972,6682,BWA-std,1,0.7024793388429752
972,6682,NW-flex,1,1.0
972,6682,BWA-no-clip,2,1.0
972,6682,BWA-std,2,1.0
972,6682,NW-flex,2,1.0
972,6682,BWA-no-clip,3,1.0
972,6682,BWA-std,3,1.0
972,6682,NW-flex,3,1.0
972,6682,BWA-no-clip,4,1.0
972,6682,BWA-std,4,1.0
972,6682,NW-flex,4,1.0
972,6682,BWA-no-clip,5,1.0
972,6682,BWA-std,5,1.0
972,6682,NW-flex,5,1.0
974,2880,BWA-no-clip,1,0.3140495867768595
974,2880,BWA-std,1,0.4628099173553719
974,2880,NW-flex,1,1.0
974,2880,BWA-no-clip,2,1.0
974,2880,BWA-std,2,1.0
974,2880,NW-flex,2,1.0
974,2880,BWA-no-clip,3,1.0
974,2880,BWA-std,3,1.0
974,2880,NW-flex,3,1.0
974,2880,BWA-no-clip,4,1.0
974,2880,BWA-std,4,1.0
974,2880,NW-flex,4,1.0
974,2880,BWA-no-clip,5,1.0
974,2880,BWA-std,5,1.0
974,2880,NW-flex,5,1.0
997,1765,BWA-no-clip,1,0.256198347107438
997,1765,BWA-std,1,0.49586776859504134
997,1765,NW-flex,1,1.0
997,1765,BWA-no-clip,2,0.34710743801652894
997,1765,BWA-std,2,0.5454545454545454
997,1765,NW-flex,2,1.0
997,1765,BWA-no-clip,3,0.9173553719008265
997,1765,BWA-std,3,0.9338842975206612
997,1765,NW-flex,3,1.0
997,1765,BWA-no-clip,4,0.8512396694214877
997,1765,BWA-std,4,0.8925619834710744
997,1765,NW-flex,4,1.0
997,1765,BWA-no-clip,5,0.9173553719008265
997,1765,BWA-std,5,0.9338842975206612
997,1765,NW-flex,5,1.0
1004,6542,BWA-no-clip,1,0.6528925619834711
1004,6542,BWA-std,1,0.71900826446281
1004,6542,NW-flex,1,1.0
1004,6542,BWA-no-clip,2,0.6363636363636364
1004,6542,BWA-std,2,0.71900826446281
1004,6542,NW-flex,2,1.0
1004,6542,BWA-no-clip,3,1.0
1004,6542,BWA-std,3,1.0
1004,6542,NW-flex,3,1.0
1004,6542,BWA-no-clip,4,1.0
1004,6542,BWA-std,4,1.0
1004,6542,NW-flex,4,1.0
1004,6542,BWA-no-clip,5,1.0
1004,6542,BWA-std,5,1.0
1004,6542,NW-flex,5,1.0
1014,3073,BWA-no-clip,1,0.24793388429752067
1014,3073,BWA-std,1,0.4380165289256198
1014,3073,NW-flex,1,1.0
1014,3073,BWA-no-clip,2,0.2396694214876033
1014,3073,BWA-std,2,0.4793388429752066
1014,3073,NW-flex,2,1.0
1014,3073,BWA-no-clip,3,1.0
1014,3073,BWA-std,3,1.0
1014,3073,NW-flex,3,1.0
1014,3073,BWA-no-clip,4,1.0
1014,3073,BWA-std,4,1.0
1014,3073,NW-flex,4,1.0
1014,3073,BWA-no-clip,5,1.0
1014,3073,BWA-std,5,1.0
1014,3073,NW-flex,5,1.0
1030,3591,BWA-no-clip,1,0.19008264462809918
1030,3591,BWA-std,1,0.5041322314049587
1030,3591,NW-flex,1,1.0
1030,3591,BWA-no-clip,2,1.0
1030,3591,BWA-std,2,1.0
1030,3591,NW-flex,2,1.0
1030,3591,BWA-no-clip,3,1.0
1030,3591,BWA-std,3,1.0
1030,3591,NW-flex,3,1.0
1030,3591,BWA-no-clip,4,1.0
1030,3591,BWA-std,4,1.0
1030,3591,NW-flex,4,1.0
1030,3591,BWA-no-clip,5,1.0
1030,3591,BWA-std,5,1.0
1030,3591,NW-flex,5,1.0
1030,6801,BWA-no-clip,1,0.6198347107438017
1030,6801,BWA-std,1,0.7024793388429752
1030,6801,NW-flex,1,1.0
1030,6801,BWA-no-clip,2,1.0
1030,6801,BWA-std,2,1.0
1030,6801,NW-flex,2,1.0
1030,6801,BWA-no-clip,3,1.0
1030,6801,BWA-std,3,1.0
1030,6801,NW-flex,3,1.0
1030,6801,BWA-no-clip,4,1.0
1030,6801,BWA-std,4,1.0
1030,6801,NW-flex,4,1.0
1030,6801,BWA-no-clip,5,1.0
1030,6801,BWA-std,5,1.0
1030,6801,NW-flex,5,1.0
1042,6625,BWA-no-clip,1,0.5867768595041323
1042,6625,BWA-std,1,0.7024793388429752
1042,6625,NW-flex,1,1.0
1042,6625,BWA-no-clip,2,0.5867768595041323
1042,6625,BWA-std,2,0.7024793388429752
1042,6625,NW-flex,2,1.0
1042,6625,BWA-no-clip,3,1.0
1042,6625,BWA-std,3,1.0
1042,6625,NW-flex,3,1.0
1042,6625,BWA-no-clip,4,1.0
1042,6625,BWA-std,4,1.0
1042,6625,NW-flex,4,1.0
1042,6625,BWA-no-clip,5,1.0
1042,6625,BWA-std,5,1.0
1042,6625,NW-flex,5,1.0
1045,5861,BWA-no-clip,1,0.6446280991735537
1045,5861,BWA-std,1,0.6446280991735537
1045,5861,NW-flex,1,1.0
1045,5861,BWA-no-clip,2,0.6528925619834711
1045,5861,BWA-std,2,0.6528925619834711
1045,5861,NW-flex,2,1.0
1045,5861,BWA-no-clip,3,1.0
1045,5861,BWA-std,3,1.0
1045,5861,NW-flex,3,1.0
1045,5861,BWA-no-clip,4,0.7024793388429752
1045,5861,BWA-std,4,0.7933884297520661
1045,5861,NW-flex,4,1.0
1045,5861,BWA-no-clip,5,1.0
1045,5861,BWA-std,5,1.0
1045,5861,NW-flex,5,1.0
1046,2688,BWA-no-clip,1,0.5041322314049587
1046,2688,BWA-std,1,0.6363636363636364
1046,2688,NW-flex,1,1.0
1046,2688,BWA-no-clip,2,1.0
1046,2688,BWA-std,2,1.0
1046,2688,NW-flex,2,1.0
1046,2688,BWA-no-clip,3,0.8512396694214877
1046,2688,BWA-std,3,0.8842975206611571
1046,2688,NW-flex,3,1.0
1046,2688,BWA-no-clip,4,1.0
1046,2688,BWA-std,4,1.0
1046,2688,NW-flex,4,1.0
1046,2688,BWA-no-clip,5,1.0
1046,2688,BWA-std,5,1.0
1046,2688,NW-flex,5,1.0
1047,1744,BWA-no-clip,1,0.743801652892562
1047,1744,BWA-std,1,0.6363636363636364
1047,1744,NW-flex,1,1.0
1047,1744,BWA-no-clip,2,0.7355371900826446
1047,1744,BWA-std,2,0.6363636363636364
1047,1744,NW-flex,2,1.0
1047,1744,BWA-no-clip,3,1.0
1047,1744,BWA-std,3,1.0
1047,1744,NW-flex,3,1.0
1047,1744,BWA-no-clip,4,1.0
1047,1744,BWA-std,4,1.0
1047,1744,NW-flex,4,1.0
1047,1744,BWA-no-clip,5,1.0
1047,1744,BWA-std,5,1.0
1047,1744,NW-flex,5,1.0
1048,3777,BWA-no-clip,1,0.2644628099173554
1048,3777,BWA-std,1,0.4132231404958678
1048,3777,NW-flex,1,1.0
1048,3777,BWA-no-clip,2,0.628099173553719
1048,3777,BWA-std,2,0.7024793388429752
1048,3777,NW-flex,2,1.0
1048,3777,BWA-no-clip,3,0.9917355371900827
1048,3777,BWA-std,3,0.9834710743801653
1048,3777,NW-flex,3,1.0
1048,3777,BWA-no-clip,4,1.0
1048,3777,BWA-std,4,1.0
1048,3777,NW-flex,4,1.0
1048,3777,BWA-no-clip,5,1.0
1048,3777,BWA-std,5,1.0
1048,3777,NW-flex,5,1.0
1051,3701,BWA-no-clip,1,0.2231404958677686
1051,3701,BWA-std,1,0.4132231404958678
1051,3701,NW-flex,1,1.0
1051,3701,BWA-no-clip,2,0.2231404958677686
1051,3701,BWA-std,2,0.4297520661157025
1051,3701,NW-flex,2,1.0
1051,3701,BWA-no-clip,3,0.8181818181818182
1051,3701,BWA-std,3,0.859504132231405
1051,3701,NW-flex,3,1.0
1051,3701,BWA-no-clip,4,1.0
1051,3701,BWA-std,4,1.0
1051,3701,NW-flex,4,1.0
1051,3701,BWA-no-clip,5,1.0
1051,3701,BWA-std,5,1.0
1051,3701,NW-flex,5,1.0
1051,6220,BWA-no-clip,1,0.628099173553719
1051,6220,BWA-std,1,0.7024793388429752
1051,6220,NW-flex,1,1.0
1051,6220,BWA-no-clip,2,0.628099173553719
1051,6220,BWA-std,2,0.7024793388429752
1051,6220,NW-flex,2,1.0
1051,6220,BWA-no-clip,3,1.0
1051,6220,BWA-std,3,1.0
1051,6220,NW-flex,3,1.0
1051,6220,BWA-no-clip,4,0.9173553719008265
1051,6220,BWA-std,4,0.9421487603305785
1051,6220,NW-flex,4,1.0
1051,6220,BWA-no-clip,5,1.0
1051,6220,BWA-std,5,1.0
1051,6220,NW-flex,5,1.0
1053,1617,BWA-no-clip,1,0.5867768595041323
1053,1617,BWA-std,1,0.6528925619834711
1053,1617,NW-flex,1,1.0
1053,1617,BWA-no-clip,2,0.5702479338842975
1053,1617,BWA-std,2,0.6528925619834711
1053,1617,NW-flex,2,1.0
1053,1617,BWA-no-clip,3,0.9504132231404959
1053,1617,BWA-std,3,0.9586776859504132
1053,1617,NW-flex,3,1.0
1053,1617,BWA-no-clip,4,0.9504132231404959
1053,1617,BWA-std,4,0.9586776859504132
1053,1617,NW-flex,4,1.0
1053,1617,BWA-no-clip,5,1.0
1053,1617,BWA-std,5,1.0
1053,1617,NW-flex,5,1.0
1053,2833,BWA-no-clip,1,0.6611570247933884
1053,2833,BWA-std,1,0.71900826446281
1053,2833,NW-flex,1,1.0
1053,2833,BWA-no-clip,2,1.0
1053,2833,BWA-std,2,1.0
1053,2833,NW-flex,2,1.0
1053,2833,BWA-no-clip,3,1.0
1053,2833,BWA-std,3,1.0
1053,2833,NW-flex,3,1.0
1053,2833,BWA-no-clip,4,1.0
1053,2833,BWA-std,4,1.0
1053,2833,NW-flex,4,1.0
1053,2833,BWA-no-clip,5,1.0
1053,2833,BWA-std,5,1.0
1053,2833,NW-flex,5,1.0
1056,4929,BWA-no-clip,1,0.2231404958677686
1056,4929,BWA-std,1,0.4132231404958678
1056,4929,NW-flex,1,1.0
1056,4929,BWA-no-clip,2,1.0
1056,4929,BWA-std,2,1.0
1056,4929,NW-flex,2,1.0
1056,4929,BWA-no-clip,3,1.0
1056,4929,BWA-std,3,1.0
1056,4929,NW-flex,3,1.0
1056,4929,BWA-no-clip,4,1.0
1056,4929,BWA-std,4,1.0
1056,4929,NW-flex,4,1.0
1056,4929,BWA-no-clip,5,1.0
1056,4929,BWA-std,5,1.0
1056,4929,NW-flex,5,1.0
1071,3650,BWA-no-clip,1,0.21487603305785125
1071,3650,BWA-std,1,0.371900826446281
1071,3650,NW-flex,1,1.0
1071,3650,BWA-no-clip,2,0.6776859504132231
1071,3650,BWA-std,2,0.7107438016528925
1071,3650,NW-flex,2,1.0
1071,3650,BWA-no-clip,3,0.7355371900826446
1071,3650,BWA-std,3,0.7768595041322314
1071,3650,NW-flex,3,1.0
1071,3650,BWA-no-clip,4,0.8512396694214877
1071,3650,BWA-std,4,0.8842975206611571
1071,3650,NW-flex,4,1.0
1071,3650,BWA-no-clip,5,1.0
1071,3650,BWA-std,5,1.0
1071,3650,NW-flex,5,1.0
1077,2784,BWA-no-clip,1,0.7107438016528925
1077,2784,BWA-std,1,0.6198347107438017
1077,2784,NW-flex,1,1.0
1077,2784,BWA-no-clip,2,0.71900826446281
1077,2784,BWA-std,2,0.6363636363636364
1077,2784,NW-flex,2,1.0
1077,2784,BWA-no-clip,3,1.0
1077,2784,BWA-std,3,1.0
1077,2784,NW-flex,3,1.0
1077,2784,BWA-no-clip,4,0.9752066115702479
1077,2784,BWA-std,4,0.9586776859504132
1077,2784,NW-flex,4,1.0
1077,2784,BWA-no-clip,5,1.0
1077,2784,BWA-std,5,1.0
1077,2784,NW-flex,5,1.0
1095,3035,BWA-no-clip,1,0.5702479338842975
1095,3035,BWA-std,1,0.6528925619834711
1095,3035,NW-flex,1,1.0
1095,3035,BWA-no-clip,2,0.6363636363636364
1095,3035,BWA-std,2,0.71900826446281
1095,3035,NW-flex,2,1.0
1095,3035,BWA-no-clip,3,0.9173553719008265
1095,3035,BWA-std,3,0.9338842975206612
1095,3035,NW-flex,3,1.0
1095,3035,BWA-no-clip,4,0.9173553719008265
1095,3035,BWA-std,4,0.9504132231404959
1095,3035,NW-flex,4,1.0
1095,3035,BWA-no-clip,5,1.0
1095,3035,BWA-std,5,1.0
1095,3035,NW-flex,5,1.0
1121,6003,BWA-no-clip,1,0.256198347107438
1121,6003,BWA-std,1,0.4462809917355372
1121,6003,NW-flex,1,1.0
1121,6003,BWA-no-clip,2,0.4297520661157025
1121,6003,BWA-std,2,0.5950413223140496
1121,6003,NW-flex,2,1.0
1121,6003,BWA-no-clip,3,1.0
1121,6003,BWA-std,3,1.0
1121,6003,NW-flex,3,1.0
1121,6003,BWA-no-clip,4,1.0
1121,6003,BWA-std,4,1.0
1121,6003,NW-flex,4,1.0
1121,6003,BWA-no-clip,5,1.0
1121,6003,BWA-std,5,1.0
1121,6003,NW-flex,5,1.0
1130,4699,BWA-no-clip,1,0.256198347107438
1130,4699,BWA-std,1,0.38016528925619836
1130,4699,NW-flex,1,1.0
1130,4699,BWA-no-clip,2,0.4132231404958678
1130,4699,BWA-std,2,0.49586776859504134
1130,4699,NW-flex,2,1.0
1130,4699,BWA-no-clip,3,1.0
1130,4699,BWA-std,3,1.0
1130,4699,NW-flex,3,1.0
1130,4699,BWA-no-clip,4,1.0
1130,4699,BWA-std,4,1.0
1130,4699,NW-flex,4,1.0
1130,4699,BWA-no-clip,5,1.0
1130,4699,BWA-std,5,1.0
1130,4699,NW-flex,5,1.0
1130,4901,BWA-no-clip,1,0.4049586776859504
1130,4901,BWA-std,1,0.4793388429752066
1130,4901,NW-flex,1,1.0
1130,4901,BWA-no-clip,2,1.0
1130,4901,BWA-std,2,1.0
1130,4901,NW-flex,2,1.0
1130,4901,BWA-no-clip,3,1.0
1130,4901,BWA-std,3,1.0
1130,4901,NW-flex,3,1.0
1130,4901,BWA-no-clip,4,1.0
1130,4901,BWA-std,4,1.0
1130,4901,NW-flex,4,1.0
1130,4901,BWA-no-clip,5,1.0
1130,4901,BWA-std,5,1.0
1130,4901,NW-flex,5,1.0
1134,5769,BWA-no-clip,1,0.2644628099173554
1134,5769,BWA-std,1,0.45454545454545453
1134,5769,NW-flex,1,1.0
1134,5769,BWA-no-clip,2,0.3140495867768595
1134,5769,BWA-std,2,0.512396694214876
1134,5769,NW-flex,2,1.0
1134,5769,BWA-no-clip,3,0.7355371900826446
1134,5769,BWA-std,3,0.8181818181818182
1134,5769,NW-flex,3,1.0
1134,5769,BWA-no-clip,4,0.9008264462809917
1134,5769,BWA-std,4,0.9256198347107438
1134,5769,NW-flex,4,1.0
1134,5769,BWA-no-clip,5,1.0
1134,5769,BWA-std,5,1.0
1134,5769,NW-flex,5,1.0
1144,3780,BWA-no-clip,1,0.35537190082644626
1144,3780,BWA-std,1,0.45454545454545453
1144,3780,NW-flex,1,1.0
1144,3780,BWA-no-clip,2,0.8677685950413223
1144,3780,BWA-std,2,0.8842975206611571
1144,3780,NW-flex,2,1.0
1144,3780,BWA-no-clip,3,0.7355371900826446
1144,3780,BWA-std,3,0.8181818181818182
1144,3780,NW-flex,3,1.0
1144,3780,BWA-no-clip,4,1.0
1144,3780,BWA-std,4,1.0
1144,3780,NW-flex,4,1.0
1144,3780,BWA-no-clip,5,1.0
1144,3780,BWA-std,5,1.0
1144,3780,NW-flex,5,1.0
1155,6234,BWA-no-clip,1,0.256198347107438
1155,6234,BWA-std,1,0.45454545454545453
1155,6234,NW-flex,1,1.0
1155,6234,BWA-no-clip,2,1.0
1155,6234,BWA-std,2,1.0
1155,6234,NW-flex,2,1.0
1155,6234,BWA-no-clip,3,0.2231404958677686
1155,6234,BWA-std,3,0.48760330578512395
1155,6234,NW-flex,3,1.0
1155,6234,BWA-no-clip,4,0.8677685950413223
1155,6234,BWA-std,4,0.9256198347107438
1155,6234,NW-flex,4,1.0
1155,6234,BWA-no-clip,5,1.0
1155,6234,BWA-std,5,1.0
1155,6234,NW-flex,5,1.0
1163,2679,BWA-no-clip,1,0.2809917355371901
1163,2679,BWA-std,1,0.4297520661157025
1163,2679,NW-flex,1,1.0
1163,2679,BWA-no-clip,2,0.5041322314049587
1163,2679,BWA-std,2,0.6198347107438017
1163,2679,NW-flex,2,1.0
1163,2679,BWA-no-clip,3,0.8842975206611571
1163,2679,BWA-std,3,0.9256198347107438
1163,2679,NW-flex,3,1.0
1163,2679,BWA-no-clip,4,1.0
1163,2679,BWA-std,4,1.0
1163,2679,NW-flex,4,1.0
1163,2679,BWA-no-clip,5,1.0
1163,2679,BWA-std,5,1.0
1163,2679,NW-flex,5,1.0
1213,1557,BWA-no-clip,1,0.2892561983471074
1213,1557,BWA-std,1,0.49586776859504134
1213,1557,NW-flex,1,1.0
1213,1557,BWA-no-clip,2,0.38016528925619836
1213,1557,BWA-std,2,0.5454545454545454
1213,1557,NW-flex,2,1.0
1213,1557,BWA-no-clip,3,1.0
1213,1557,BWA-std,3,1.0
1213,1557,NW-flex,3,1.0
1213,1557,BWA-no-clip,4,1.0
1213,1557,BWA-std,4,1.0
1213,1557,NW-flex,4,1.0
1213,1557,BWA-no-clip,5,1.0
1213,1557,BWA-std,5,1.0
1213,1557,NW-flex,5,1.0
1245,4783,BWA-no-clip,1,0.6446280991735537
1245,4783,BWA-std,1,0.6363636363636364
1245,4783,NW-flex,1,1.0
1245,4783,BWA-no-clip,2,0.6611570247933884
1245,4783,BWA-std,2,0.7024793388429752
1245,4783,NW-flex,2,1.0
1245,4783,BWA-no-clip,3,1.0
1245,4783,BWA-std,3,1.0
1245,4783,NW-flex,3,1.0
1245,4783,BWA-no-clip,4,1.0
1245,4783,BWA-std,4,1.0
1245,4783,NW-flex,4,1.0
1245,4783,BWA-no-clip,5,1.0
1245,4783,BWA-std,5,1.0
1245,4783,NW-flex,5,1.0
1272,1672,BWA-no-clip,1,0.256198347107438
1272,1672,BWA-std,1,0.45454545454545453
1272,1672,NW-flex,1,1.0
1272,1672,BWA-no-clip,2,0.2892561983471074
1272,1672,BWA-std,2,0.512396694214876
1272,1672,NW-flex,2,1.0
1272,1672,BWA-no-clip,3,0.371900826446281
1272,1672,BWA-std,3,0.5619834710743802
1272,1672,NW-flex,3,1.0
1272,1672,BWA-no-clip,4,1.0
1272,1672,BWA-std,4,1.0
1272,1672,NW-flex,4,1.0
1272,1672,BWA-no-clip,5,1.0
1272,1672,BWA-std,5,1.0
1272,1672,NW-flex,5,1.0
1275,4264,BWA-no-clip,1,0.45454545454545453
1275,4264,BWA-std,1,0.5702479338842975
1275,4264,NW-flex,1,1.0
1275,4264,BWA-no-clip,2,1.0
1275,4264,BWA-std,2,1.0
1275,4264,NW-flex,2,1.0
1275,4264,BWA-no-clip,3,1.0
1275,4264,BWA-std,3,1.0
1275,4264,NW-flex,3,1.0
1275,4264,BWA-no-clip,4,1.0
1275,4264,BWA-std,4,1.0
1275,4264,NW-flex,4,1.0
1275,4264,BWA-no-clip,5,1.0
1275,4264,BWA-std,5,1.0
1275,4264,NW-flex,5,1.0
1277,1839,BWA-no-clip,1,0.4049586776859504
1277,1839,BWA-std,1,0.36363636363636365
1277,1839,NW-flex,1,1.0
1277,1839,BWA-no-clip,2,1.0
1277,1839,BWA-std,2,1.0
1277,1839,NW-flex,2,1.0
1277,1839,BWA-no-clip,3,0.9586776859504132
1277,1839,BWA-std,3,0.9504132231404959
1277,1839,NW-flex,3,1.0
1277,1839,BWA-no-clip,4,1.0
1277,1839,BWA-std,4,1.0
1277,1839,NW-flex,4,1.0
1277,1839,BWA-no-clip,5,1.0
1277,1839,BWA-std,5,1.0
1277,1839,NW-flex,5,1.0
1283,2380,BWA-no-clip,1,0.7024793388429752
1283,2380,BWA-std,1,0.71900826446281
1283,2380,NW-flex,1,1.0
1283,2380,BWA-no-clip,2,1.0
1283,2380,BWA-std,2,1.0
1283,2380,NW-flex,2,1.0
1283,2380,BWA-no-clip,3,0.7107438016528925
1283,2380,BWA-std,3,0.7933884297520661
1283,2380,NW-flex,3,1.0
1283,2380,BWA-no-clip,4,1.0
1283,2380,BWA-std,4,1.0
1283,2380,NW-flex,4,1.0
1283,2380,BWA-no-clip,5,0.7768595041322314
1283,2380,BWA-std,5,0.8512396694214877
1283,2380,NW-flex,5,1.0
1303,6322,BWA-no-clip,1,0.256198347107438
1303,6322,BWA-std,1,0.5041322314049587
1303,6322,NW-flex,1,1.0
1303,6322,BWA-no-clip,2,0.6694214876033058
1303,6322,BWA-std,2,0.8099173553719008
1303,6322,NW-flex,2,1.0
1303,6322,BWA-no-clip,3,1.0
1303,6322,BWA-std,3,1.0
1303,6322,NW-flex,3,1.0
1303,6322,BWA-no-clip,4,1.0
1303,6322,BWA-std,4,1.0
1303,6322,NW-flex,4,1.0
1303,6322,BWA-no-clip,5,1.0
1303,6322,BWA-std,5,1.0
1303,6322,NW-flex,5,1.0
1303,6712,BWA-no-clip,1,0.256198347107438
1303,6712,BWA-std,1,0.38016528925619836
1303,6712,NW-flex,1,1.0
1303,6712,BWA-no-clip,2,0.7355371900826446
1303,6712,BWA-std,2,0.859504132231405
1303,6712,NW-flex,2,1.0
1303,6712,BWA-no-clip,3,0.7851239669421488
1303,6712,BWA-std,3,0.8677685950413223
1303,6712,NW-flex,3,1.0
1303,6712,BWA-no-clip,4,0.9008264462809917
1303,6712,BWA-std,4,0.9256198347107438
1303,6712,NW-flex,4,1.0
1303,6712,BWA-no-clip,5,1.0
1303,6712,BWA-std,5,1.0
1303,6712,NW-flex,5,1.0
1305,3457,BWA-no-clip,1,0.23140495867768596
1305,3457,BWA-std,1,0.512396694214876
1305,3457,NW-flex,1,1.0
1305,3457,BWA-no-clip,2,0.9834710743801653
1305,3457,BWA-std,2,0.9834710743801653
1305,3457,NW-flex,2,1.0
1305,3457,BWA-no-clip,3,1.0
1305,3457,BWA-std,3,1.0
1305,3457,NW-flex,3,1.0
1305,3457,BWA-no-clip,4,1.0
1305,3457,BWA-std,4,1.0
1305,3457,NW-flex,4,1.0
1305,3457,BWA-no-clip,5,1.0
1305,3457,BWA-std,5,1.0
1305,3457,NW-flex,5,1.0
1307,2578,BWA-no-clip,1,0.6033057851239669
1307,2578,BWA-std,1,0.71900826446281
1307,2578,NW-flex,1,1.0
1307,2578,BWA-no-clip,2,1.0
1307,2578,BWA-std,2,1.0
1307,2578,NW-flex,2,1.0
1307,2578,BWA-no-clip,3,0.6776859504132231
1307,2578,BWA-std,3,0.7933884297520661
1307,2578,NW-flex,3,1.0
1307,2578,BWA-no-clip,4,1.0
1307,2578,BWA-std,4,1.0
1307,2578,NW-flex,4,1.0
1307,2578,BWA-no-clip,5,1.0
1307,2578,BWA-std,5,1.0
1307,2578,NW-flex,5,1.0
1322,1486,BWA-no-clip,1,0.3140495867768595
1322,1486,BWA-std,1,0.4380165289256198
1322,1486,NW-flex,1,1.0
1322,1486,BWA-no-clip,2,1.0
1322,1486,BWA-std,2,1.0
1322,1486,NW-flex,2,1.0
1322,1486,BWA-no-clip,3,1.0
1322,1486,BWA-std,3,1.0
1322,1486,NW-flex,3,1.0
1322,1486,BWA-no-clip,4,1.0
1322,1486,BWA-std,4,1.0
1322,1486,NW-flex,4,1.0
1322,1486,BWA-no-clip,5,1.0
1322,1486,BWA-std,5,1.0
1322,1486,NW-flex,5,1.0
1349,2680,BWA-no-clip,1,0.17355371900826447
1349,2680,BWA-std,1,0.45454545454545453
1349,2680,NW-flex,1,1.0
1349,2680,BWA-no-clip,2,0.6033057851239669
1349,2680,BWA-std,2,0.7768595041322314
1349,2680,NW-flex,2,1.0
1349,2680,BWA-no-clip,3,0.7024793388429752
1349,2680,BWA-std,3,0.8181818181818182
1349,2680,NW-flex,3,1.0
1349,2680,BWA-no-clip,4,0.7520661157024794
1349,2680,BWA-std,4,0.8760330578512396
1349,2680,NW-flex,4,1.0
1349,2680,BWA-no-clip,5,0.9173553719008265
1349,2680,BWA-std,5,0.9421487603305785
1349,2680,NW-flex,5,1.0
1359,3171,BWA-no-clip,1,0.2396694214876033
1359,3171,BWA-std,1,0.4628099173553719
1359,3171,NW-flex,1,1.0
1359,3171,BWA-no-clip,2,0.4049586776859504
1359,3171,BWA-std,2,0.5950413223140496
1359,3171,NW-flex,2,1.0
1359,3171,BWA-no-clip,3,0.8677685950413223
1359,3171,BWA-std,3,0.9256198347107438
1359,3171,NW-flex,3,1.0
1359,3171,BWA-no-clip,4,1.0
1359,3171,BWA-std,4,1.0
1359,3171,NW-flex,4,1.0
1359,3171,BWA-no-clip,5,1.0
1359,3171,BWA-std,5,1.0
1359,3171,NW-flex,5,1.0
1359,4511,BWA-no-clip,1,0.24793388429752067
1359,4511,BWA-std,1,0.4297520661157025
1359,4511,NW-flex,1,1.0
1359,4511,BWA-no-clip,2,0.8677685950413223
1359,4511,BWA-std,2,0.9256198347107438
1359,4511,NW-flex,2,1.0
1359,4511,BWA-no-clip,3,1.0
1359,4511,BWA-std,3,1.0
1359,4511,NW-flex,3,1.0
1359,4511,BWA-no-clip,4,1.0
1359,4511,BWA-std,4,1.0
1359,4511,NW-flex,4,1.0
1359,4511,BWA-no-clip,5,1.0
1359,4511,BWA-std,5,1.0
1359,4511,NW-flex,5,1.0
1371,6097,BWA-no-clip,1,0.2892561983471074
1371,6097,BWA-std,1,0.512396694214876
1371,6097,NW-flex,1,1.0
1371,6097,BWA-no-clip,2,0.6363636363636364
1371,6097,BWA-std,2,0.7851239669421488
1371,6097,NW-flex,2,1.0
1371,6097,BWA-no-clip,3,0.7024793388429752
1371,6097,BWA-std,3,0.8264462809917356
1371,6097,NW-flex,3,1.0
1371,6097,BWA-no-clip,4,0.2975206611570248
1371,6097,BWA-std,4,0.5371900826446281
1371,6097,NW-flex,4,1.0
1371,6097,BWA-no-clip,5,0.7024793388429752
1371,6097,BWA-std,5,0.8512396694214877
1371,6097,NW-flex,5,1.0
1378,6090,BWA-no-clip,1,0.24793388429752067
1378,6090,BWA-std,1,0.4132231404958678
1378,6090,NW-flex,1,1.0
1378,6090,BWA-no-clip,2,0.8016528925619835
1378,6090,BWA-std,2,0.8842975206611571
1378,6090,NW-flex,2,1.0
1378,6090,BWA-no-clip,3,0.9504132231404959
1378,6090,BWA-std,3,0.9586776859504132
1378,6090,NW-flex,3,1.0
1378,6090,BWA-no-clip,4,0.9338842975206612
1378,6090,BWA-std,4,0.9504132231404959
1378,6090,NW-flex,4,1.0
1378,6090,BWA-no-clip,5,1.0
1378,6090,BWA-std,5,1.0
1378,6090,NW-flex,5,1.0
1379,4905,BWA-no-clip,1,0.6776859504132231
1379,4905,BWA-std,1,0.6528925619834711
