N,snv_offset,motif_len,arm,delta,lflank,n_loci,frac_P,frac_T,frac_M,frac_D,frac_score_eq_truth,frac_P_fwd,frac_T_fwd,frac_M_fwd,frac_D_fwd,frac_score_eq_truth_fwd,frac_P_rc,frac_T_rc,frac_M_rc,frac_D_rc,frac_score_eq_truth_rc
5,-1,3,BWA-no-clip,1,1,5420.0,0.6597785977859778,0.03892988929889299,0.0,0.3012915129151292,0.6987084870848709,0.6597785977859778,0.03892988929889299,0.0,0.3012915129151292,0.6987084870848709,0.6361623616236163,0.042988929889298894,0.0,0.32084870848708485,0.6791512915129151
5,-1,3,BWA-no-clip,1,2,5420.0,0.8505535055350554,0.012177121771217712,0.0,0.13726937269372694,0.862730627306273,0.8505535055350554,0.012177121771217712,0.0,0.13726937269372694,0.862730627306273,0.8398523985239852,0.015129151291512915,0.0,0.14501845018450185,0.8549815498154981
5,-1,3,BWA-no-clip,1,3,5420.0,0.933210332103321,0.0036900369003690036,0.0,0.06309963099630997,0.93690036900369,0.933210332103321,0.0036900369003690036,0.0,0.06309963099630997,0.93690036900369,0.9302583025830258,0.004612546125461255,0.0,0.06512915129151292,0.9348708487084871
5,-1,3,BWA-no-clip,1,4,5420.0,0.972140221402214,0.0014760147601476014,0.0,0.026383763837638376,0.9736162361623616,0.972140221402214,0.0014760147601476014,0.0,0.026383763837638376,0.9736162361623616,0.9714022140221402,0.0018450184501845018,0.0,0.026752767527675275,0.9732472324723247
5,-1,3,BWA-no-clip,1,5,5420.0,0.9887453874538745,0.00036900369003690036,0.0,0.010885608856088561,0.9891143911439114,0.9887453874538745,0.00036900369003690036,0.0,0.010885608856088561,0.9891143911439114,0.9881918819188192,0.0005535055350553505,0.0,0.011254612546125461,0.9887453874538745
5,-1,3,BWA-no-clip,1,6,5420.0,0.9957564575645756,0.00036900369003690036,0.0,0.003874538745387454,0.9961254612546125,0.9957564575645756,0.00036900369003690036,0.0,0.003874538745387454,0.9961254612546125,0.9953874538745388,0.0005535055350553505,0.0,0.004059040590405904,0.9959409594095942
5,-1,3,BWA-no-clip,1,7,5420.0,0.9994464944649446,0.0,0.0,0.0005535055350553505,0.9994464944649446,0.9994464944649446,0.0,0.0,0.0005535055350553505,0.9994464944649446,0.9992619926199262,0.00018450184501845018,0.0,0.0005535055350553505,0.9994464944649446
5,-1,3,BWA-no-clip,1,8,5420.0,0.9998154981549815,0.0,0.0,0.00018450184501845018,0.9998154981549815,0.9998154981549815,0.0,0.0,0.00018450184501845018,0.9998154981549815,0.9998154981549815,0.0,0.0,0.00018450184501845018,0.9998154981549815
5,-1,3,BWA-no-clip,1,9,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-no-clip,1,10,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-no-clip,2,1,5420.0,0.683579335793358,0.061808118081180814,0.0,0.25461254612546125,0.7453874538745388,0.683579335793358,0.061808118081180814,0.0,0.25461254612546125,0.7453874538745388,0.6680811808118081,0.06531365313653137,0.0,0.2666051660516605,0.7333948339483395
5,-1,3,BWA-no-clip,2,2,5420.0,0.8584870848708487,0.034870848708487084,0.0,0.1066420664206642,0.8933579335793358,0.8584870848708487,0.034870848708487084,0.0,0.1066420664206642,0.8933579335793358,0.8538745387453874,0.034870848708487084,0.0,0.11125461254612547,0.8887453874538745
5,-1,3,BWA-no-clip,2,3,5420.0,0.940959409594096,0.012546125461254613,0.0,0.04649446494464945,0.9535055350553505,0.940959409594096,0.012546125461254613,0.0,0.04649446494464945,0.9535055350553505,0.938929889298893,0.012730627306273062,0.0,0.048339483394833946,0.951660516605166
5,-1,3,BWA-no-clip,2,4,5420.0,0.9763837638376384,0.004797047970479705,0.0,0.018819188191881917,0.9811808118081181,0.9763837638376384,0.004797047970479705,0.0,0.018819188191881917,0.9811808118081181,0.9750922509225092,0.0051660516605166054,0.0,0.01974169741697417,0.9802583025830258
5,-1,3,BWA-no-clip,2,5,5420.0,0.9915129151291513,0.002214022140221402,0.0,0.006273062730627306,0.9937269372693727,0.9915129151291513,0.002214022140221402,0.0,0.006273062730627306,0.9937269372693727,0.9909594095940959,0.0023985239852398524,0.0,0.006642066420664207,0.9933579335793358
5,-1,3,BWA-no-clip,2,6,5420.0,0.9968634686346863,0.0007380073800738007,0.0,0.0023985239852398524,0.9976014760147601,0.9968634686346863,0.0007380073800738007,0.0,0.0023985239852398524,0.9976014760147601,0.9964944649446494,0.0007380073800738007,0.0,0.0027675276752767526,0.9972324723247232
5,-1,3,BWA-no-clip,2,7,5420.0,0.9996309963099631,0.00018450184501845018,0.0,0.00018450184501845018,0.9998154981549815,0.9996309963099631,0.00018450184501845018,0.0,0.00018450184501845018,0.9998154981549815,0.9994464944649446,0.00018450184501845018,0.0,0.00036900369003690036,0.9996309963099631
5,-1,3,BWA-no-clip,2,8,5420.0,0.9998154981549815,0.0,0.0,0.00018450184501845018,0.9998154981549815,0.9998154981549815,0.0,0.0,0.00018450184501845018,0.9998154981549815,0.9998154981549815,0.0,0.0,0.00018450184501845018,0.9998154981549815
5,-1,3,BWA-no-clip,2,9,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-no-clip,2,10,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-no-clip,3,1,5420.0,0.6688191881918819,0.05996309963099631,0.0,0.27121771217712176,0.7287822878228782,0.6688191881918819,0.05996309963099631,0.0,0.27121771217712176,0.7287822878228782,0.6619926199261993,0.06070110701107011,0.0,0.27730627306273065,0.7226937269372694
5,-1,3,BWA-no-clip,3,2,5420.0,0.8446494464944649,0.035977859778597784,0.0,0.11937269372693728,0.8806273062730627,0.8446494464944649,0.035977859778597784,0.0,0.11937269372693728,0.8806273062730627,0.842619926199262,0.036531365313653134,0.0,0.12084870848708487,0.8791512915129152
5,-1,3,BWA-no-clip,3,3,5420.0,0.9348708487084871,0.013099630996309963,0.0,0.052029520295202955,0.9479704797047971,0.9348708487084871,0.013099630996309963,0.0,0.052029520295202955,0.9479704797047971,0.9341328413284132,0.013284132841328414,0.0,0.052583025830258305,0.9474169741697417
5,-1,3,BWA-no-clip,3,4,5420.0,0.9734317343173432,0.004428044280442804,0.0,0.02214022140221402,0.977859778597786,0.9734317343173432,0.004428044280442804,0.0,0.02214022140221402,0.977859778597786,0.9732472324723247,0.004428044280442804,0.0,0.022324723247232472,0.9776752767527676
5,-1,3,BWA-no-clip,3,5,5420.0,0.9891143911439114,0.0014760147601476014,0.0,0.009409594095940959,0.990590405904059,0.9891143911439114,0.0014760147601476014,0.0,0.009409594095940959,0.990590405904059,0.988929889298893,0.0014760147601476014,0.0,0.00959409594095941,0.9904059040590406
5,-1,3,BWA-no-clip,3,6,5420.0,0.9953874538745388,0.00036900369003690036,0.0,0.004243542435424354,0.9957564575645756,0.9953874538745388,0.00036900369003690036,0.0,0.004243542435424354,0.9957564575645756,0.9952029520295202,0.00036900369003690036,0.0,0.004428044280442804,0.9955719557195571
5,-1,3,BWA-no-clip,3,7,5420.0,0.9983394833948339,0.00036900369003690036,0.0,0.0012915129151291514,0.9987084870848708,0.9983394833948339,0.00036900369003690036,0.0,0.0012915129151291514,0.9987084870848708,0.9981549815498155,0.00036900369003690036,0.0,0.0014760147601476014,0.9985239852398524
5,-1,3,BWA-no-clip,3,8,5420.0,0.9990774907749077,0.00036900369003690036,0.0,0.0005535055350553505,0.9994464944649446,0.9990774907749077,0.00036900369003690036,0.0,0.0005535055350553505,0.9994464944649446,0.9988929889298893,0.00036900369003690036,0.0,0.0007380073800738007,0.9992619926199262
5,-1,3,BWA-no-clip,3,9,5420.0,0.9994464944649446,0.00036900369003690036,0.0,0.00018450184501845018,0.9998154981549815,0.9994464944649446,0.00036900369003690036,0.0,0.00018450184501845018,0.9998154981549815,0.9992619926199262,0.00036900369003690036,0.0,0.00036900369003690036,0.9996309963099631
5,-1,3,BWA-no-clip,3,10,5420.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,1.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,1.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,1.0
5,-1,3,BWA-no-clip,4,1,5420.0,0.6442804428044281,0.07546125461254613,0.0,0.2802583025830258,0.7197416974169741,0.6442804428044281,0.07546125461254613,0.0,0.2802583025830258,0.7197416974169741,0.6424354243542435,0.07564575645756458,0.0,0.2819188191881919,0.7180811808118082
5,-1,3,BWA-no-clip,4,2,5420.0,0.8269372693726937,0.04870848708487085,0.0,0.12435424354243542,0.8756457564575646,0.8269372693726937,0.04870848708487085,0.0,0.12435424354243542,0.8756457564575646,0.8260147601476014,0.04870848708487085,0.0,0.12527675276752767,0.8747232472324723
5,-1,3,BWA-no-clip,4,3,5420.0,0.9226937269372694,0.023247232472324724,0.0,0.05405904059040591,0.9459409594095941,0.9226937269372694,0.023247232472324724,0.0,0.05405904059040591,0.9459409594095941,0.9219557195571956,0.023616236162361623,0.0,0.0544280442804428,0.9455719557195572
5,-1,3,BWA-no-clip,4,4,5420.0,0.9664206642066421,0.00904059040590406,0.0,0.024538745387453875,0.9754612546125462,0.9664206642066421,0.00904059040590406,0.0,0.024538745387453875,0.9754612546125462,0.9658671586715867,0.009409594095940959,0.0,0.024723247232472326,0.9752767527675277
5,-1,3,BWA-no-clip,4,5,5420.0,0.9856088560885609,0.005350553505535056,0.0,0.00904059040590406,0.9909594095940959,0.9856088560885609,0.005350553505535056,0.0,0.00904059040590406,0.9909594095940959,0.9854243542435425,0.005535055350553505,0.0,0.00904059040590406,0.9909594095940959
5,-1,3,BWA-no-clip,4,6,5420.0,0.9935424354243543,0.002029520295202952,0.0,0.004428044280442804,0.9955719557195571,0.9935424354243543,0.002029520295202952,0.0,0.004428044280442804,0.9955719557195571,0.9933579335793358,0.002214022140221402,0.0,0.004428044280442804,0.9955719557195571
5,-1,3,BWA-no-clip,4,7,5420.0,0.9974169741697417,0.0012915129151291514,0.0,0.0012915129151291514,0.9987084870848708,0.9974169741697417,0.0012915129151291514,0.0,0.0012915129151291514,0.9987084870848708,0.9974169741697417,0.0012915129151291514,0.0,0.0012915129151291514,0.9987084870848708
5,-1,3,BWA-no-clip,4,8,5420.0,0.9985239852398524,0.0007380073800738007,0.0,0.0007380073800738007,0.9992619926199262,0.9985239852398524,0.0007380073800738007,0.0,0.0007380073800738007,0.9992619926199262,0.9985239852398524,0.0007380073800738007,0.0,0.0007380073800738007,0.9992619926199262
5,-1,3,BWA-no-clip,4,9,5420.0,0.9990774907749077,0.00036900369003690036,0.0,0.0005535055350553505,0.9994464944649446,0.9990774907749077,0.00036900369003690036,0.0,0.0005535055350553505,0.9994464944649446,0.9990774907749077,0.00036900369003690036,0.0,0.0005535055350553505,0.9994464944649446
5,-1,3,BWA-no-clip,4,10,5420.0,0.9994464944649446,0.00018450184501845018,0.0,0.00036900369003690036,0.9996309963099631,0.9994464944649446,0.00018450184501845018,0.0,0.00036900369003690036,0.9996309963099631,0.9994464944649446,0.00018450184501845018,0.0,0.00036900369003690036,0.9996309963099631
5,-1,3,BWA-no-clip,5,1,5420.0,0.6455719557195572,0.06291512915129151,0.0,0.2915129151291513,0.7084870848708487,0.6455719557195572,0.06291512915129151,0.0,0.2915129151291513,0.7084870848708487,0.644649446494465,0.06291512915129151,0.0,0.2924354243542435,0.7075645756457565
5,-1,3,BWA-no-clip,5,2,5420.0,0.8245387453874539,0.04151291512915129,0.0,0.13394833948339482,0.8660516605166052,0.8245387453874539,0.04151291512915129,0.0,0.13394833948339482,0.8660516605166052,0.824169741697417,0.041881918819188194,0.0,0.13394833948339482,0.8660516605166052
5,-1,3,BWA-no-clip,5,3,5420.0,0.9221402214022141,0.01937269372693727,0.0,0.05848708487084871,0.9415129151291513,0.9221402214022141,0.01937269372693727,0.0,0.05848708487084871,0.9415129151291513,0.9221402214022141,0.01937269372693727,0.0,0.05848708487084871,0.9415129151291513
5,-1,3,BWA-no-clip,5,4,5420.0,0.9666051660516605,0.006457564575645757,0.0,0.026937269372693726,0.9730627306273063,0.9666051660516605,0.006457564575645757,0.0,0.026937269372693726,0.9730627306273063,0.9666051660516605,0.006457564575645757,0.0,0.026937269372693726,0.9730627306273063
5,-1,3,BWA-no-clip,5,5,5420.0,0.9856088560885609,0.0036900369003690036,0.0,0.010701107011070111,0.9892988929889299,0.9856088560885609,0.0036900369003690036,0.0,0.010701107011070111,0.9892988929889299,0.9856088560885609,0.0036900369003690036,0.0,0.010701107011070111,0.9892988929889299
5,-1,3,BWA-no-clip,5,6,5420.0,0.9929889298892989,0.0018450184501845018,0.0,0.0051660516605166054,0.9948339483394834,0.9929889298892989,0.0018450184501845018,0.0,0.0051660516605166054,0.9948339483394834,0.9929889298892989,0.0018450184501845018,0.0,0.0051660516605166054,0.9948339483394834
5,-1,3,BWA-no-clip,5,7,5420.0,0.9968634686346863,0.0007380073800738007,0.0,0.0023985239852398524,0.9976014760147601,0.9968634686346863,0.0007380073800738007,0.0,0.0023985239852398524,0.9976014760147601,0.9968634686346863,0.0007380073800738007,0.0,0.0023985239852398524,0.9976014760147601
5,-1,3,BWA-no-clip,5,8,5420.0,0.9981549815498155,0.00036900369003690036,0.0,0.0014760147601476014,0.9985239852398524,0.9981549815498155,0.00036900369003690036,0.0,0.0014760147601476014,0.9985239852398524,0.9981549815498155,0.00036900369003690036,0.0,0.0014760147601476014,0.9985239852398524
5,-1,3,BWA-no-clip,5,9,5420.0,0.9985239852398524,0.00018450184501845018,0.0,0.0012915129151291514,0.9987084870848708,0.9985239852398524,0.00018450184501845018,0.0,0.0012915129151291514,0.9987084870848708,0.9985239852398524,0.00018450184501845018,0.0,0.0012915129151291514,0.9987084870848708
5,-1,3,BWA-no-clip,5,10,5420.0,0.9990774907749077,0.00018450184501845018,0.0,0.0007380073800738007,0.9992619926199262,0.9990774907749077,0.00018450184501845018,0.0,0.0007380073800738007,0.9992619926199262,0.9990774907749077,0.00018450184501845018,0.0,0.0007380073800738007,0.9992619926199262
5,-1,3,BWA-std,-5,1,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,2,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,3,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,4,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,5,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,6,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,7,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-5,8,5420.0,0.0,0.0,0.997970479704797,0.002029520295202952,0.0,0.0,0.0,0.997970479704797,0.002029520295202952,0.0,0.0,0.0,0.997970479704797,0.002029520295202952,0.0
5,-1,3,BWA-std,-5,9,5420.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0
5,-1,3,BWA-std,-5,10,5420.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0
5,-1,3,BWA-std,-4,1,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-4,2,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-4,3,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-4,4,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-4,5,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-4,6,5420.0,0.0,0.9653136531365314,0.0,0.03468634686346864,0.9653136531365314,0.0,0.9653136531365314,0.0,0.03468634686346864,0.9653136531365314,0.0,0.9653136531365314,0.0,0.03468634686346864,0.9653136531365314
5,-1,3,BWA-std,-4,7,5420.0,0.0,0.0,0.9922509225092251,0.007749077490774908,0.0,0.0,0.0,0.9922509225092251,0.007749077490774908,0.0,0.0,0.0,0.9922509225092251,0.007749077490774908,0.0
5,-1,3,BWA-std,-4,8,5420.0,0.0,0.0,0.9981549815498155,0.0018450184501845018,0.0,0.0,0.0,0.9981549815498155,0.0018450184501845018,0.0,0.0,0.0,0.9981549815498155,0.0018450184501845018,0.0
5,-1,3,BWA-std,-4,9,5420.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0,0.0,0.0,0.9996309963099631,0.00036900369003690036,0.0
5,-1,3,BWA-std,-4,10,5420.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0
5,-1,3,BWA-std,-3,1,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-3,2,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-3,3,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-3,4,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-3,5,5420.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,-1,3,BWA-std,-3,6,5420.0,0.0,0.0,0.9653136531365314,0.03468634686346864,0.0,0.0,0.0,0.9653136531365314,0.03468634686346864,0.0,0.0,0.0,0.9653136531365314,0.03468634686346864,0.0
5,-1,3,BWA-std,-3,7,5420.0,0.0,0.0,0.9922509225092251,0.007749077490774908,0.0,0.0,0.0,0.9922509225092251,0.007749077490774908,0.0,0.0,0.0,0.9922509225092251,0.007749077490774908,0.0
5,-1,3,BWA-std,-3,8,5420.0,0.0,0.0,0.9981549815498155,0.0018450184501845018,0.0,0.0,0.0,0.9981549815498155,0.0018450184501845018,0.0,0.0,0.0,0.9981549815498155,0.0018450184501845018,0.0
5,-1,3,BWA-std,-3,9,5420.0,0.0,0.0,0.9992619926199262,0.0007380073800738007,0.0,0.0,0.0,0.9992619926199262,0.0007380073800738007,0.0,0.0,0.0,0.9992619926199262,0.0007380073800738007,0.0
5,-1,3,BWA-std,-3,10,5420.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0,0.0,0.0,0.9998154981549815,0.00018450184501845018,0.0
5,-1,3,BWA-std,-2,1,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-2,2,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-2,3,5420.0,0.0,0.8939114391143912,0.0,0.10608856088560886,0.8939114391143912,0.0,0.8939114391143912,0.0,0.10608856088560886,0.8939114391143912,0.0,0.8939114391143912,0.0,0.10608856088560886,0.8939114391143912
5,-1,3,BWA-std,-2,4,5420.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,-1,3,BWA-std,-2,5,5420.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,-1,3,BWA-std,-2,6,5420.0,0.0,0.0,0.9653136531365314,0.03468634686346864,0.0,0.0,0.0,0.9653136531365314,0.03468634686346864,0.0,0.0,0.0,0.964760147601476,0.03523985239852399,0.0
5,-1,3,BWA-std,-2,7,5420.0,0.0,0.0,0.9913284132841328,0.00867158671586716,0.0,0.0,0.0,0.9913284132841328,0.00867158671586716,0.0,0.0,0.0,0.9909594095940959,0.00904059040590406,0.0
5,-1,3,BWA-std,-2,8,5420.0,0.9974169741697417,0.0,0.0005535055350553505,0.002029520295202952,0.9974169741697417,0.0009225092250922509,0.002214022140221402,0.9948339483394834,0.002029520295202952,0.003136531365313653,0.9972324723247232,0.0,0.0007380073800738007,0.002029520295202952,0.9972324723247232
5,-1,3,BWA-std,-2,9,5420.0,0.9990774907749077,0.0,0.0005535055350553505,0.00036900369003690036,0.9990774907749077,0.001107011070110701,0.00036900369003690036,0.9981549815498155,0.00036900369003690036,0.0014760147601476014,0.9988929889298893,0.0,0.0007380073800738007,0.00036900369003690036,0.9988929889298893
5,-1,3,BWA-std,-2,10,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9998154981549815,0.0,0.00018450184501845018,0.0,0.9998154981549815
5,-1,3,BWA-std,-1,1,5420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-1,3,BWA-std,-1,2,5420.0,0.0,0.0,0.6854243542435424,0.3145756457564576,0.0,0.0,0.0,0.6854243542435424,0.3145756457564576,0.0,0.0,0.0,0.6854243542435424,0.3145756457564576,0.0
5,-1,3,BWA-std,-1,3,5420.0,0.0,0.0,0.8780442804428045,0.12195571955719557,0.0,0.0,0.0,0.8780442804428045,0.12195571955719557,0.0,0.0,0.0,0.8780442804428045,0.12195571955719557,0.0
5,-1,3,BWA-std,-1,4,5420.0,0.0,0.0,0.9492619926199262,0.0507380073800738,0.0,0.0,0.0,0.9492619926199262,0.0507380073800738,0.0,0.0,0.0,0.9420664206642066,0.05793357933579336,0.0
5,-1,3,BWA-std,-1,5,5420.0,0.9736162361623616,0.0,0.002214022140221402,0.024169741697416973,0.9736162361623616,0.0005535055350553505,0.0,0.9752767527675277,0.024169741697416973,0.0005535055350553505,0.9734317343173432,0.0,0.0007380073800738007,0.025830258302583026,0.9734317343173432
5,-1,3,BWA-std,-1,6,5420.0,0.9898523985239852,0.0,0.0009225092250922509,0.00922509225092251,0.9898523985239852,0.0007380073800738007,0.0,0.9900369003690037,0.00922509225092251,0.0007380073800738007,0.9896678966789668,0.0,0.0007380073800738007,0.00959409594095941,0.9896678966789668
5,-1,3,BWA-std,-1,7,5420.0,0.9968634686346863,0.0,0.0,0.003136531365313653,0.9968634686346863,0.9968634686346863,0.0,0.0,0.003136531365313653,0.9968634686346863,0.9968634686346863,0.0,0.0,0.003136531365313653,0.9968634686346863
5,-1,3,BWA-std,-1,8,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,-1,9,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,-1,10,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,1,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,2,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,3,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,4,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,5,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,6,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,7,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,8,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,9,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,0,10,5420.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,-1,3,BWA-std,1,1,5420.0,0.0,0.0,0.9221402214022141,0.07785977859778598,0.0,0.0,0.0,0.9221402214022141,0.07785977859778598,0.0,0.0,0.0,0.9177121771217712,0.08228782287822878,0.0
5,-1,3,BWA-std,1,2,5420.0,0.0,0.0,0.9675276752767528,0.03247232472324723,0.0,0.0,0.0,0.9675276752767528,0.03247232472324723,0.0,0.0,0.0,0.9651291512915129,0.034870848708487084,0.0
5,-1,3,BWA-std,1,3,5420.0,0.0,0.0,0.93690036900369,0.06309963099630997,0.0,0.0,0.0,0.93690036900369,0.06309963099630997,0.0,0.0,0.0,0.9357933579335793,0.06420664206642067,0.0
5,-1,3,BWA-std,1,4,5420.0,0.0,0.0,0.9736162361623616,0.026383763837638376,0.0,0.0,0.0,0.9736162361623616,0.026383763837638376,0.0,0.0,0.0,0.9732472324723247,0.026752767527675275,0.0
5,-1,3,BWA-std,1,5,5420.0,0.9856088560885609,0.00036900369003690036,0.003136531365313653,0.010885608856088561,0.9859778597785978,0.9856088560885609,0.00036900369003690036,0.003136531365313653,0.010885608856088561,0.9859778597785978,0.9850553505535056,0.0005535055350553505,0.003136531365313653,0.011254612546125461,0.9856088560885609
5,-1,3,BWA-std,1,6,5420.0,0.9952029520295202,0.00018450184501845018,0.0007380073800738007,0.003874538745387454,0.9953874538745388,0.9952029520295202,0.00018450184501845018,0.0007380073800738007,0.003874538745387454,0.9953874538745388,0.9948339483394834,0.00036900369003690036,0.0007380073800738007,0.004059040590405904,0.9952029520295202
